Period,Scenario,LoadLevel,Aggreko_Boutoute,Boutoute,CES_Sendou,Centrale_C_Cap_CTag,Contour_Global,Diesel_Bel_Air,Gas_Turbines,ICS,KPS_KarPowerShip,Kounoune_Power,Malicounda_Power,Manantali,Secondary_Plants,Tobene_Power
2022,sc01,01-03 13:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.008920088679427417,0.0,0.014046432791042613,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.002021994472507433,0.0,0.0015667847745063526,0.009658603621264635
2022,sc01,01-03 14:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.008365989475227506,0.0,0.0134438605076627,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.001130111508894061,0.0,0.0015667847745063526,0.010081055899757219
2022,sc01,01-03 15:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.008106453380071826,0.0,0.01298554707144893,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.001148123873525156,0.0,0.0015667847745063526,0.011337244352427844
2022,sc01,01-03 16:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.0,0.007911824069335795,0.013316299464812125,0.003528437871812155,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-03 17:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.02065521627905249,0.0,0.0,0.0,5.928108044928004e-05,0.014023629053230152,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-03 18:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.021044917445450086,0.008133273523032258,0.014444033237001145,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-03 19:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.02113288992616253,0.00756223885807236,0.0,0.003528437871812155,5.928108044928004e-05,0.014002685728247576,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-03 20:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.02113288992616253,0.007247209098130361,0.013225426065543758,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-03 21:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.018789871377416598,0.0,0.0,0.003528437871812155,5.928108044928004e-05,0.012385010534049645,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-03 22:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.013366898584860563,0.0,0.0,0.0,5.928108044928004e-05,0.011200561305414981,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-03 23:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.0,0.00776232344301563,0.009869978011990424,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 00:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.0,0.005873149880551469,0.0,0.0,5.928108044928004e-05,0.009166268529915072,0.006218372204602146,0.002485166909815412,0.0,0.0015667847745063526,0.011415207130756135
2022,sc01,01-04 01:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.0056773782091029575,0.0,0.0,0.0,5.928108044928004e-05,0.008860726231907394,0.005896750325014009,0.002485166909815412,0.0,0.0015300004703159321,0.009399626044774083
