Region,Technology,Type,Year,Value
Dakar,D_Gas_H2,Capital Costs,2050,100.0
Diourbel,D_Gas_H2,Capital Costs,2050,100.0
Thies,D_Gas_H2,Capital Costs,2050,100.0
LS,D_Gas_H2,Capital Costs,2050,100.0
FKK,D_Gas_H2,Capital Costs,2050,100.0
ZS,D_Gas_H2,Capital Costs,2050,100.0
MTKK,D_Gas_H2,Capital Costs,2050,100.0
World,D_Gas_Methane,Capital Costs,2050,1.0
Dakar,D_Gas_Methane,Capital Costs,2050,1.0
Diourbel,D_Gas_Methane,Capital Costs,2050,1.0
Thies,D_Gas_Methane,Capital Costs,2050,1.0
LS,D_Gas_Methane,Capital Costs,2050,1.0
FKK,D_Gas_Methane,Capital Costs,2050,1.0
ZS,D_Gas_Methane,Capital Costs,2050,1.0
MTKK,D_Gas_Methane,Capital Costs,2050,1.0
World,D_Heat_HLI,Capital Costs,2050,1200.0
Dakar,D_Heat_HLI,Capital Costs,2050,1200.0
Diourbel,D_Heat_HLI,Capital Costs,2050,1200.0
Thies,D_Heat_HLI,Capital Costs,2050,1200.0
LS,D_Heat_HLI,Capital Costs,2050,1200.0
FKK,D_Heat_HLI,Capital Costs,2050,1200.0
ZS,D_Heat_HLI,Capital Costs,2050,1200.0
MTKK,D_Heat_HLI,Capital Costs,2050,1200.0
World,D_Heat_HLR,Capital Costs,2050,1200.0
Dakar,D_Heat_HLR,Capital Costs,2050,1200.0
Diourbel,D_Heat_HLR,Capital Costs,2050,1200.0
Thies,D_Heat_HLR,Capital Costs,2050,1200.0
LS,D_Heat_HLR,Capital Costs,2050,1200.0
FKK,D_Heat_HLR,Capital Costs,2050,1200.0
ZS,D_Heat_HLR,Capital Costs,2050,1200.0
MTKK,D_Heat_HLR,Capital Costs,2050,1200.0
World,D_PHS,Capital Costs,2050,1424.245455
Dakar,D_PHS,Capital Costs,2050,1424.245455
Diourbel,D_PHS,Capital Costs,2050,1424.245455
Thies,D_PHS,Capital Costs,2050,1424.245455
LS,D_PHS,Capital Costs,2050,1424.245455
FKK,D_PHS,Capital Costs,2050,1424.245455
ZS,D_PHS,Capital Costs,2050,1424.245455
MTKK,D_PHS,Capital Costs,2050,1424.245455
Dakar,D_PHS_Residual,Capital Costs,2050,0.01
Diourbel,D_PHS_Residual,Capital Costs,2050,0.01
Thies,D_PHS_Residual,Capital Costs,2050,0.01
LS,D_PHS_Residual,Capital Costs,2050,0.01
FKK,D_PHS_Residual,Capital Costs,2050,0.01
ZS,D_PHS_Residual,Capital Costs,2050,0.01
MTKK,D_PHS_Residual,Capital Costs,2050,0.01
World,FRT_Rail_Electric,Capital Costs,2050,2.32612782
Dakar,FRT_Rail_Electric,Capital Costs,2050,2.32612782
Diourbel,FRT_Rail_Electric,Capital Costs,2050,2.32612782
Thies,FRT_Rail_Electric,Capital Costs,2050,2.32612782
LS,FRT_Rail_Electric,Capital Costs,2050,2.32612782
FKK,FRT_Rail_Electric,Capital Costs,2050,2.32612782
ZS,FRT_Rail_Electric,Capital Costs,2050,2.32612782
MTKK,FRT_Rail_Electric,Capital Costs,2050,2.32612782
World,FRT_Road_BEV,Capital Costs,2050,16.56428571
Dakar,FRT_Road_BEV,Capital Costs,2050,16.56428571
Diourbel,FRT_Road_BEV,Capital Costs,2050,16.56428571
Thies,FRT_Road_BEV,Capital Costs,2050,16.56428571
LS,FRT_Road_BEV,Capital Costs,2050,16.56428571
FKK,FRT_Road_BEV,Capital Costs,2050,16.56428571
ZS,FRT_Road_BEV,Capital Costs,2050,16.56428571
MTKK,FRT_Road_BEV,Capital Costs,2050,16.56428571
World,FRT_Road_H2,Capital Costs,2050,7.765469388
Dakar,FRT_Road_H2,Capital Costs,2050,7.765469388
Diourbel,FRT_Road_H2,Capital Costs,2050,7.765469388
Thies,FRT_Road_H2,Capital Costs,2050,7.765469388
LS,FRT_Road_H2,Capital Costs,2050,7.765469388
FKK,FRT_Road_H2,Capital Costs,2050,7.765469388
ZS,FRT_Road_H2,Capital Costs,2050,7.765469388
MTKK,FRT_Road_H2,Capital Costs,2050,7.765469388
World,FRT_Road_LNG,Capital Costs,2050,5.428571429
Dakar,FRT_Road_LNG,Capital Costs,2050,5.428571429
Diourbel,FRT_Road_LNG,Capital Costs,2050,5.428571429
Thies,FRT_Road_LNG,Capital Costs,2050,5.428571429
LS,FRT_Road_LNG,Capital Costs,2050,5.428571429
FKK,FRT_Road_LNG,Capital Costs,2050,5.428571429
ZS,FRT_Road_LNG,Capital Costs,2050,5.428571429
MTKK,FRT_Road_LNG,Capital Costs,2050,5.428571429
World,FRT_Road_OH,Capital Costs,2050,7.693714286
Dakar,FRT_Road_OH,Capital Costs,2050,7.693714286
Diourbel,FRT_Road_OH,Capital Costs,2050,7.693714286
Thies,FRT_Road_OH,Capital Costs,2050,7.693714286
LS,FRT_Road_OH,Capital Costs,2050,7.693714286
FKK,FRT_Road_OH,Capital Costs,2050,7.693714286
ZS,FRT_Road_OH,Capital Costs,2050,7.693714286
MTKK,FRT_Road_OH,Capital Costs,2050,7.693714286
World,FRT_Road_PHEV,Capital Costs,2050,7.442040816
Dakar,FRT_Road_PHEV,Capital Costs,2050,7.442040816
Diourbel,FRT_Road_PHEV,Capital Costs,2050,7.442040816
Thies,FRT_Road_PHEV,Capital Costs,2050,7.442040816
LS,FRT_Road_PHEV,Capital Costs,2050,7.442040816
FKK,FRT_Road_PHEV,Capital Costs,2050,7.442040816
ZS,FRT_Road_PHEV,Capital Costs,2050,7.442040816
MTKK,FRT_Road_PHEV,Capital Costs,2050,7.442040816
World,FRT_Ship_Bio,Capital Costs,2050,8.430232558
Dakar,FRT_Ship_Bio,Capital Costs,2050,8.430232558
Diourbel,FRT_Ship_Bio,Capital Costs,2050,8.430232558
Thies,FRT_Ship_Bio,Capital Costs,2050,8.430232558
LS,FRT_Ship_Bio,Capital Costs,2050,8.430232558
FKK,FRT_Ship_Bio,Capital Costs,2050,8.430232558
ZS,FRT_Ship_Bio,Capital Costs,2050,8.430232558
MTKK,FRT_Ship_Bio,Capital Costs,2050,8.430232558
World,FRT_Ship_LNG,Capital Costs,2050,8.00872093
Dakar,FRT_Ship_LNG,Capital Costs,2050,8.00872093
Diourbel,FRT_Ship_LNG,Capital Costs,2050,8.00872093
Thies,FRT_Ship_LNG,Capital Costs,2050,8.00872093
LS,FRT_Ship_LNG,Capital Costs,2050,8.00872093
FKK,FRT_Ship_LNG,Capital Costs,2050,8.00872093
ZS,FRT_Ship_LNG,Capital Costs,2050,8.00872093
MTKK,FRT_Ship_LNG,Capital Costs,2050,8.00872093
World,HLI_Convert_DH,Capital Costs,2050,1.0
Dakar,HLI_Convert_DH,Capital Costs,2050,1.0
Diourbel,HLI_Convert_DH,Capital Costs,2050,1.0
Thies,HLI_Convert_DH,Capital Costs,2050,1.0
LS,HLI_Convert_DH,Capital Costs,2050,1.0
FKK,HLI_Convert_DH,Capital Costs,2050,1.0
ZS,HLI_Convert_DH,Capital Costs,2050,1.0
MTKK,HLI_Convert_DH,Capital Costs,2050,1.0
World,HLR_Convert_DH,Capital Costs,2050,1.0
Dakar,HLR_Convert_DH,Capital Costs,2050,1.0
Diourbel,HLR_Convert_DH,Capital Costs,2050,1.0
Thies,HLR_Convert_DH,Capital Costs,2050,1.0
LS,HLR_Convert_DH,Capital Costs,2050,1.0
FKK,HLR_Convert_DH,Capital Costs,2050,1.0
ZS,HLR_Convert_DH,Capital Costs,2050,1.0
MTKK,HLR_Convert_DH,Capital Costs,2050,1.0
World,HHI_BF_BOF,Capital Costs,2050,442.0
Dakar,HHI_BF_BOF,Capital Costs,2050,442.0
Diourbel,HHI_BF_BOF,Capital Costs,2050,442.0
Thies,HHI_BF_BOF,Capital Costs,2050,442.0
LS,HHI_BF_BOF,Capital Costs,2050,442.0
FKK,HHI_BF_BOF,Capital Costs,2050,442.0
ZS,HHI_BF_BOF,Capital Costs,2050,442.0
MTKK,HHI_BF_BOF,Capital Costs,2050,442.0
World,HHI_BF_BOF_CCS,Capital Costs,2050,566.0
Dakar,HHI_BF_BOF_CCS,Capital Costs,2050,566.0
Diourbel,HHI_BF_BOF_CCS,Capital Costs,2050,566.0
Thies,HHI_BF_BOF_CCS,Capital Costs,2050,566.0
LS,HHI_BF_BOF_CCS,Capital Costs,2050,566.0
FKK,HHI_BF_BOF_CCS,Capital Costs,2050,566.0
ZS,HHI_BF_BOF_CCS,Capital Costs,2050,566.0
MTKK,HHI_BF_BOF_CCS,Capital Costs,2050,566.0
World,HHI_Bio_BF_BOF,Capital Costs,2050,486.2
Dakar,HHI_Bio_BF_BOF,Capital Costs,2050,486.2
Diourbel,HHI_Bio_BF_BOF,Capital Costs,2050,486.2
Thies,HHI_Bio_BF_BOF,Capital Costs,2050,486.2
LS,HHI_Bio_BF_BOF,Capital Costs,2050,486.2
FKK,HHI_Bio_BF_BOF,Capital Costs,2050,486.2
ZS,HHI_Bio_BF_BOF,Capital Costs,2050,486.2
MTKK,HHI_Bio_BF_BOF,Capital Costs,2050,486.2
World,HHI_DRI_EAF,Capital Costs,2050,414.0
Dakar,HHI_DRI_EAF,Capital Costs,2050,414.0
Diourbel,HHI_DRI_EAF,Capital Costs,2050,414.0
Thies,HHI_DRI_EAF,Capital Costs,2050,414.0
LS,HHI_DRI_EAF,Capital Costs,2050,414.0
FKK,HHI_DRI_EAF,Capital Costs,2050,414.0
ZS,HHI_DRI_EAF,Capital Costs,2050,414.0
MTKK,HHI_DRI_EAF,Capital Costs,2050,414.0
World,HHI_DRI_EAF_CCS,Capital Costs,2050,538.0
Dakar,HHI_DRI_EAF_CCS,Capital Costs,2050,538.0
Diourbel,HHI_DRI_EAF_CCS,Capital Costs,2050,538.0
Thies,HHI_DRI_EAF_CCS,Capital Costs,2050,538.0
LS,HHI_DRI_EAF_CCS,Capital Costs,2050,538.0
FKK,HHI_DRI_EAF_CCS,Capital Costs,2050,538.0
ZS,HHI_DRI_EAF_CCS,Capital Costs,2050,538.0
MTKK,HHI_DRI_EAF_CCS,Capital Costs,2050,538.0
World,HHI_H2DRI_EAF,Capital Costs,2050,424.0
Dakar,HHI_H2DRI_EAF,Capital Costs,2050,424.0
Diourbel,HHI_H2DRI_EAF,Capital Costs,2050,424.0
Thies,HHI_H2DRI_EAF,Capital Costs,2050,424.0
LS,HHI_H2DRI_EAF,Capital Costs,2050,424.0
FKK,HHI_H2DRI_EAF,Capital Costs,2050,424.0
ZS,HHI_H2DRI_EAF,Capital Costs,2050,424.0
MTKK,HHI_H2DRI_EAF,Capital Costs,2050,424.0
World,HHI_Molten_Electrolysis,Capital Costs,2050,639.0
Dakar,HHI_Molten_Electrolysis,Capital Costs,2050,639.0
Diourbel,HHI_Molten_Electrolysis,Capital Costs,2050,639.0
Thies,HHI_Molten_Electrolysis,Capital Costs,2050,639.0
LS,HHI_Molten_Electrolysis,Capital Costs,2050,639.0
FKK,HHI_Molten_Electrolysis,Capital Costs,2050,639.0
ZS,HHI_Molten_Electrolysis,Capital Costs,2050,639.0
MTKK,HHI_Molten_Electrolysis,Capital Costs,2050,639.0
World,HHI_Scrap_EAF,Capital Costs,2050,184.0
Dakar,HHI_Scrap_EAF,Capital Costs,2050,184.0
Diourbel,HHI_Scrap_EAF,Capital Costs,2050,184.0
Thies,HHI_Scrap_EAF,Capital Costs,2050,184.0
LS,HHI_Scrap_EAF,Capital Costs,2050,184.0
FKK,HHI_Scrap_EAF,Capital Costs,2050,184.0
ZS,HHI_Scrap_EAF,Capital Costs,2050,184.0
MTKK,HHI_Scrap_EAF,Capital Costs,2050,184.0
World,HLI_Biomass,Capital Costs,2050,1950.0
Dakar,HLI_Biomass,Capital Costs,2050,1950.0
Diourbel,HLI_Biomass,Capital Costs,2050,1950.0
Thies,HLI_Biomass,Capital Costs,2050,1950.0
LS,HLI_Biomass,Capital Costs,2050,1950.0
FKK,HLI_Biomass,Capital Costs,2050,1950.0
ZS,HLI_Biomass,Capital Costs,2050,1950.0
MTKK,HLI_Biomass,Capital Costs,2050,1950.0
World,HLI_Direct_Electric,Capital Costs,2050,800.0
Dakar,HLI_Direct_Electric,Capital Costs,2050,800.0
Diourbel,HLI_Direct_Electric,Capital Costs,2050,800.0
Thies,HLI_Direct_Electric,Capital Costs,2050,800.0
LS,HLI_Direct_Electric,Capital Costs,2050,800.0
FKK,HLI_Direct_Electric,Capital Costs,2050,800.0
ZS,HLI_Direct_Electric,Capital Costs,2050,800.0
MTKK,HLI_Direct_Electric,Capital Costs,2050,800.0
World,HLI_Fuelcell,Capital Costs,2050,1740.0
Dakar,HLI_Fuelcell,Capital Costs,2050,1740.0
Diourbel,HLI_Fuelcell,Capital Costs,2050,1740.0
Thies,HLI_Fuelcell,Capital Costs,2050,1740.0
LS,HLI_Fuelcell,Capital Costs,2050,1740.0
FKK,HLI_Fuelcell,Capital Costs,2050,1740.0
ZS,HLI_Fuelcell,Capital Costs,2050,1740.0
MTKK,HLI_Fuelcell,Capital Costs,2050,1740.0
World,HLI_Gas_Boiler,Capital Costs,2050,195.0
Dakar,HLI_Gas_Boiler,Capital Costs,2050,195.0
Diourbel,HLI_Gas_Boiler,Capital Costs,2050,195.0
Thies,HLI_Gas_Boiler,Capital Costs,2050,195.0
LS,HLI_Gas_Boiler,Capital Costs,2050,195.0
FKK,HLI_Gas_Boiler,Capital Costs,2050,195.0
ZS,HLI_Gas_Boiler,Capital Costs,2050,195.0
MTKK,HLI_Gas_Boiler,Capital Costs,2050,195.0
World,HLI_Geothermal,Capital Costs,2050,3610.0
Dakar,HLI_Geothermal,Capital Costs,2050,3610.0
Diourbel,HLI_Geothermal,Capital Costs,2050,3610.0
Thies,HLI_Geothermal,Capital Costs,2050,3610.0
LS,HLI_Geothermal,Capital Costs,2050,3610.0
FKK,HLI_Geothermal,Capital Costs,2050,3610.0
ZS,HLI_Geothermal,Capital Costs,2050,3610.0
MTKK,HLI_Geothermal,Capital Costs,2050,3610.0
World,HLI_H2_Boiler,Capital Costs,2050,490.0
Dakar,HLI_H2_Boiler,Capital Costs,2050,490.0
Diourbel,HLI_H2_Boiler,Capital Costs,2050,490.0
Thies,HLI_H2_Boiler,Capital Costs,2050,490.0
LS,HLI_H2_Boiler,Capital Costs,2050,490.0
FKK,HLI_H2_Boiler,Capital Costs,2050,490.0
ZS,HLI_H2_Boiler,Capital Costs,2050,490.0
MTKK,HLI_H2_Boiler,Capital Costs,2050,490.0
World,HLI_Hardcoal,Capital Costs,2050,1600.0
Dakar,HLI_Hardcoal,Capital Costs,2050,1600.0
Diourbel,HLI_Hardcoal,Capital Costs,2050,1600.0
Thies,HLI_Hardcoal,Capital Costs,2050,1600.0
LS,HLI_Hardcoal,Capital Costs,2050,1600.0
FKK,HLI_Hardcoal,Capital Costs,2050,1600.0
ZS,HLI_Hardcoal,Capital Costs,2050,1600.0
MTKK,HLI_Hardcoal,Capital Costs,2050,1600.0
World,HLI_Lignite,Capital Costs,2050,2000.0
Dakar,HLI_Lignite,Capital Costs,2050,2000.0
Diourbel,HLI_Lignite,Capital Costs,2050,2000.0
Thies,HLI_Lignite,Capital Costs,2050,2000.0
LS,HLI_Lignite,Capital Costs,2050,2000.0
FKK,HLI_Lignite,Capital Costs,2050,2000.0
ZS,HLI_Lignite,Capital Costs,2050,2000.0
MTKK,HLI_Lignite,Capital Costs,2050,2000.0
World,HLI_Solar_Thermal,Capital Costs,2050,773.0
Dakar,HLI_Solar_Thermal,Capital Costs,2050,773.0
Diourbel,HLI_Solar_Thermal,Capital Costs,2050,773.0
Thies,HLI_Solar_Thermal,Capital Costs,2050,773.0
LS,HLI_Solar_Thermal,Capital Costs,2050,773.0
FKK,HLI_Solar_Thermal,Capital Costs,2050,773.0
ZS,HLI_Solar_Thermal,Capital Costs,2050,773.0
MTKK,HLI_Solar_Thermal,Capital Costs,2050,773.0
World,HLR_Biomass,Capital Costs,2050,1950.0
Dakar,HLR_Biomass,Capital Costs,2050,1950.0
Diourbel,HLR_Biomass,Capital Costs,2050,1950.0
Thies,HLR_Biomass,Capital Costs,2050,1950.0
LS,HLR_Biomass,Capital Costs,2050,1950.0
FKK,HLR_Biomass,Capital Costs,2050,1950.0
ZS,HLR_Biomass,Capital Costs,2050,1950.0
MTKK,HLR_Biomass,Capital Costs,2050,1950.0
World,HLR_Direct_Electric,Capital Costs,2050,800.0
Dakar,HLR_Direct_Electric,Capital Costs,2050,800.0
Diourbel,HLR_Direct_Electric,Capital Costs,2050,800.0
Thies,HLR_Direct_Electric,Capital Costs,2050,800.0
LS,HLR_Direct_Electric,Capital Costs,2050,800.0
FKK,HLR_Direct_Electric,Capital Costs,2050,800.0
ZS,HLR_Direct_Electric,Capital Costs,2050,800.0
MTKK,HLR_Direct_Electric,Capital Costs,2050,800.0
World,HLR_Gas_Boiler,Capital Costs,2050,195.0
Dakar,HLR_Gas_Boiler,Capital Costs,2050,195.0
Diourbel,HLR_Gas_Boiler,Capital Costs,2050,195.0
Thies,HLR_Gas_Boiler,Capital Costs,2050,195.0
LS,HLR_Gas_Boiler,Capital Costs,2050,195.0
FKK,HLR_Gas_Boiler,Capital Costs,2050,195.0
ZS,HLR_Gas_Boiler,Capital Costs,2050,195.0
MTKK,HLR_Gas_Boiler,Capital Costs,2050,195.0
World,HLR_Geothermal,Capital Costs,2050,3610.0
Dakar,HLR_Geothermal,Capital Costs,2050,3610.0
Diourbel,HLR_Geothermal,Capital Costs,2050,3610.0
Thies,HLR_Geothermal,Capital Costs,2050,3610.0
LS,HLR_Geothermal,Capital Costs,2050,3610.0
FKK,HLR_Geothermal,Capital Costs,2050,3610.0
ZS,HLR_Geothermal,Capital Costs,2050,3610.0
MTKK,HLR_Geothermal,Capital Costs,2050,3610.0
World,HLR_H2_Boiler,Capital Costs,2050,490.0
Dakar,HLR_H2_Boiler,Capital Costs,2050,490.0
Diourbel,HLR_H2_Boiler,Capital Costs,2050,490.0
Thies,HLR_H2_Boiler,Capital Costs,2050,490.0
LS,HLR_H2_Boiler,Capital Costs,2050,490.0
FKK,HLR_H2_Boiler,Capital Costs,2050,490.0
ZS,HLR_H2_Boiler,Capital Costs,2050,490.0
MTKK,HLR_H2_Boiler,Capital Costs,2050,490.0
World,HLR_Hardcoal,Capital Costs,2050,1600.0
Dakar,HLR_Hardcoal,Capital Costs,2050,1600.0
Diourbel,HLR_Hardcoal,Capital Costs,2050,1600.0
Thies,HLR_Hardcoal,Capital Costs,2050,1600.0
LS,HLR_Hardcoal,Capital Costs,2050,1600.0
FKK,HLR_Hardcoal,Capital Costs,2050,1600.0
ZS,HLR_Hardcoal,Capital Costs,2050,1600.0
MTKK,HLR_Hardcoal,Capital Costs,2050,1600.0
World,HLR_Heatpump_Aerial,Capital Costs,2050,304.0
Dakar,HLR_Heatpump_Aerial,Capital Costs,2050,304.0
Diourbel,HLR_Heatpump_Aerial,Capital Costs,2050,304.0
Thies,HLR_Heatpump_Aerial,Capital Costs,2050,304.0
LS,HLR_Heatpump_Aerial,Capital Costs,2050,304.0
FKK,HLR_Heatpump_Aerial,Capital Costs,2050,304.0
ZS,HLR_Heatpump_Aerial,Capital Costs,2050,304.0
MTKK,HLR_Heatpump_Aerial,Capital Costs,2050,304.0
World,HLR_Heatpump_Ground,Capital Costs,2050,1059.0
Dakar,HLR_Heatpump_Ground,Capital Costs,2050,1059.0
Diourbel,HLR_Heatpump_Ground,Capital Costs,2050,1059.0
Thies,HLR_Heatpump_Ground,Capital Costs,2050,1059.0
LS,HLR_Heatpump_Ground,Capital Costs,2050,1059.0
FKK,HLR_Heatpump_Ground,Capital Costs,2050,1059.0
ZS,HLR_Heatpump_Ground,Capital Costs,2050,1059.0
MTKK,HLR_Heatpump_Ground,Capital Costs,2050,1059.0
World,HLR_Lignite,Capital Costs,2050,2000.0
Dakar,HLR_Lignite,Capital Costs,2050,2000.0
Diourbel,HLR_Lignite,Capital Costs,2050,2000.0
Thies,HLR_Lignite,Capital Costs,2050,2000.0
LS,HLR_Lignite,Capital Costs,2050,2000.0
FKK,HLR_Lignite,Capital Costs,2050,2000.0
ZS,HLR_Lignite,Capital Costs,2050,2000.0
MTKK,HLR_Lignite,Capital Costs,2050,2000.0
World,HLR_Oil_Boiler,Capital Costs,2050,495.0
Dakar,HLR_Oil_Boiler,Capital Costs,2050,495.0
Diourbel,HLR_Oil_Boiler,Capital Costs,2050,495.0
Thies,HLR_Oil_Boiler,Capital Costs,2050,495.0
LS,HLR_Oil_Boiler,Capital Costs,2050,495.0
FKK,HLR_Oil_Boiler,Capital Costs,2050,495.0
ZS,HLR_Oil_Boiler,Capital Costs,2050,495.0
MTKK,HLR_Oil_Boiler,Capital Costs,2050,495.0
World,HLR_Solar_Thermal,Capital Costs,2050,773.0
Dakar,HLR_Solar_Thermal,Capital Costs,2050,773.0
Diourbel,HLR_Solar_Thermal,Capital Costs,2050,773.0
Thies,HLR_Solar_Thermal,Capital Costs,2050,773.0
LS,HLR_Solar_Thermal,Capital Costs,2050,773.0
FKK,HLR_Solar_Thermal,Capital Costs,2050,773.0
ZS,HLR_Solar_Thermal,Capital Costs,2050,773.0
MTKK,HLR_Solar_Thermal,Capital Costs,2050,773.0
World,HMI_H2,Capital Costs,2050,137.0
Dakar,HMI_H2,Capital Costs,2050,137.0
Diourbel,HMI_H2,Capital Costs,2050,137.0
Thies,HMI_H2,Capital Costs,2050,137.0
LS,HMI_H2,Capital Costs,2050,137.0
FKK,HMI_H2,Capital Costs,2050,137.0
ZS,HMI_H2,Capital Costs,2050,137.0
MTKK,HMI_H2,Capital Costs,2050,137.0
World,HMI_Gas_CCS,Capital Costs,2050,329.1818182
Dakar,HMI_Gas_CCS,Capital Costs,2050,329.1818182
Diourbel,HMI_Gas_CCS,Capital Costs,2050,329.1818182
Thies,HMI_Gas_CCS,Capital Costs,2050,329.1818182
LS,HMI_Gas_CCS,Capital Costs,2050,329.1818182
FKK,HMI_Gas_CCS,Capital Costs,2050,329.1818182
ZS,HMI_Gas_CCS,Capital Costs,2050,329.1818182
MTKK,HMI_Gas_CCS,Capital Costs,2050,329.1818182
World,HMI_HardCoal_CCS,Capital Costs,2050,204.0
Dakar,HMI_HardCoal_CCS,Capital Costs,2050,204.0
Diourbel,HMI_HardCoal_CCS,Capital Costs,2050,204.0
Thies,HMI_HardCoal_CCS,Capital Costs,2050,204.0
LS,HMI_HardCoal_CCS,Capital Costs,2050,204.0
FKK,HMI_HardCoal_CCS,Capital Costs,2050,204.0
ZS,HMI_HardCoal_CCS,Capital Costs,2050,204.0
MTKK,HMI_HardCoal_CCS,Capital Costs,2050,204.0
World,HMI_Steam_Electric,Capital Costs,2050,103.0
Dakar,HMI_Steam_Electric,Capital Costs,2050,103.0
Diourbel,HMI_Steam_Electric,Capital Costs,2050,103.0
Thies,HMI_Steam_Electric,Capital Costs,2050,103.0
LS,HMI_Steam_Electric,Capital Costs,2050,103.0
FKK,HMI_Steam_Electric,Capital Costs,2050,103.0
ZS,HMI_Steam_Electric,Capital Costs,2050,103.0
MTKK,HMI_Steam_Electric,Capital Costs,2050,103.0
World,P_Biomass_CCS,Capital Costs,2050,3205.0
Dakar,P_Biomass_CCS,Capital Costs,2050,3205.0
Diourbel,P_Biomass_CCS,Capital Costs,2050,3205.0
Thies,P_Biomass_CCS,Capital Costs,2050,3205.0
LS,P_Biomass_CCS,Capital Costs,2050,3205.0
FKK,P_Biomass_CCS,Capital Costs,2050,3205.0
ZS,P_Biomass_CCS,Capital Costs,2050,3205.0
MTKK,P_Biomass_CCS,Capital Costs,2050,3205.0
World,P_Coal_Hardcoal_CCS,Capital Costs,2050,2550.0
Dakar,P_Coal_Hardcoal_CCS,Capital Costs,2050,2550.0
Diourbel,P_Coal_Hardcoal_CCS,Capital Costs,2050,2550.0
Thies,P_Coal_Hardcoal_CCS,Capital Costs,2050,2550.0
LS,P_Coal_Hardcoal_CCS,Capital Costs,2050,2550.0
FKK,P_Coal_Hardcoal_CCS,Capital Costs,2050,2550.0
ZS,P_Coal_Hardcoal_CCS,Capital Costs,2050,2550.0
MTKK,P_Coal_Hardcoal_CCS,Capital Costs,2050,2550.0
World,P_Coal_Lignite,Capital Costs,2050,1800.0
Dakar,P_Coal_Lignite,Capital Costs,2050,1800.0
Diourbel,P_Coal_Lignite,Capital Costs,2050,1800.0
Thies,P_Coal_Lignite,Capital Costs,2050,1800.0
LS,P_Coal_Lignite,Capital Costs,2050,1800.0
FKK,P_Coal_Lignite,Capital Costs,2050,1800.0
ZS,P_Coal_Lignite,Capital Costs,2050,1800.0
MTKK,P_Coal_Lignite,Capital Costs,2050,1800.0
World,P_Coal_Lignite_CCS,Capital Costs,2050,3500.0
Dakar,P_Coal_Lignite_CCS,Capital Costs,2050,3500.0
Diourbel,P_Coal_Lignite_CCS,Capital Costs,2050,3500.0
Thies,P_Coal_Lignite_CCS,Capital Costs,2050,3500.0
LS,P_Coal_Lignite_CCS,Capital Costs,2050,3500.0
FKK,P_Coal_Lignite_CCS,Capital Costs,2050,3500.0
ZS,P_Coal_Lignite_CCS,Capital Costs,2050,3500.0
MTKK,P_Coal_Lignite_CCS,Capital Costs,2050,3500.0
World,P_Gas_CCGT,Capital Costs,2050,698.032423533882
Dakar,P_Gas_CCGT,Capital Costs,2050,698.032423533882
Diourbel,P_Gas_CCGT,Capital Costs,2050,698.032423533882
Thies,P_Gas_CCGT,Capital Costs,2050,698.032423533882
LS,P_Gas_CCGT,Capital Costs,2050,698.032423533882
FKK,P_Gas_CCGT,Capital Costs,2050,698.032423533882
ZS,P_Gas_CCGT,Capital Costs,2050,698.032423533882
MTKK,P_Gas_CCGT,Capital Costs,2050,698.032423533882
World,P_Gas_CCS,Capital Costs,2050,1500.0
Dakar,P_Gas_CCS,Capital Costs,2050,1500.0
Diourbel,P_Gas_CCS,Capital Costs,2050,1500.0
Thies,P_Gas_CCS,Capital Costs,2050,1500.0
LS,P_Gas_CCS,Capital Costs,2050,1500.0
FKK,P_Gas_CCS,Capital Costs,2050,1500.0
ZS,P_Gas_CCS,Capital Costs,2050,1500.0
MTKK,P_Gas_CCS,Capital Costs,2050,1500.0
World,P_Nuclear,Capital Costs,2050,6000.0
Dakar,P_Nuclear,Capital Costs,2050,6000.0
Diourbel,P_Nuclear,Capital Costs,2050,6000.0
Thies,P_Nuclear,Capital Costs,2050,6000.0
LS,P_Nuclear,Capital Costs,2050,6000.0
FKK,P_Nuclear,Capital Costs,2050,6000.0
ZS,P_Nuclear,Capital Costs,2050,6000.0
MTKK,P_Nuclear,Capital Costs,2050,6000.0
World,PSNG_Air_Bio,Capital Costs,2050,363.0
Dakar,PSNG_Air_Bio,Capital Costs,2050,363.0
Diourbel,PSNG_Air_Bio,Capital Costs,2050,363.0
Thies,PSNG_Air_Bio,Capital Costs,2050,363.0
LS,PSNG_Air_Bio,Capital Costs,2050,363.0
FKK,PSNG_Air_Bio,Capital Costs,2050,363.0
ZS,PSNG_Air_Bio,Capital Costs,2050,363.0
MTKK,PSNG_Air_Bio,Capital Costs,2050,363.0
World,PSNG_Air_H2,Capital Costs,2050,427.1434021
Dakar,PSNG_Air_H2,Capital Costs,2050,427.1434021
Diourbel,PSNG_Air_H2,Capital Costs,2050,427.1434021
Thies,PSNG_Air_H2,Capital Costs,2050,427.1434021
LS,PSNG_Air_H2,Capital Costs,2050,427.1434021
FKK,PSNG_Air_H2,Capital Costs,2050,427.1434021
ZS,PSNG_Air_H2,Capital Costs,2050,427.1434021
MTKK,PSNG_Air_H2,Capital Costs,2050,427.1434021
World,PSNG_Rail_Electric,Capital Costs,2050,155.0039633
Dakar,PSNG_Rail_Electric,Capital Costs,2050,155.0039633
Diourbel,PSNG_Rail_Electric,Capital Costs,2050,155.0039633
Thies,PSNG_Rail_Electric,Capital Costs,2050,155.0039633
