Region,Technology,Type,Year,Value
ZS,HMI_Oil,Fixed Costs,2022,3.71
MTKK,HMI_Oil,Fixed Costs,2022,3.71
World,P_Coal_Hardcoal,Fixed Costs,2022,41.0
Dakar,P_Coal_Hardcoal,Fixed Costs,2022,41.0
Diourbel,P_Coal_Hardcoal,Fixed Costs,2022,41.0
Thies,P_Coal_Hardcoal,Fixed Costs,2022,41.0
LS,P_Coal_Hardcoal,Fixed Costs,2022,41.0
FKK,P_Coal_Hardcoal,Fixed Costs,2022,41.0
ZS,P_Coal_Hardcoal,Fixed Costs,2022,41.0
MTKK,P_Coal_Hardcoal,Fixed Costs,2022,41.0
World,HMI_HardCoal,Fixed Costs,2022,4.48
Dakar,HMI_HardCoal,Fixed Costs,2022,4.48
Diourbel,HMI_HardCoal,Fixed Costs,2022,4.48
Thies,HMI_HardCoal,Fixed Costs,2022,4.48
LS,HMI_HardCoal,Fixed Costs,2022,4.48
FKK,HMI_HardCoal,Fixed Costs,2022,4.48
ZS,HMI_HardCoal,Fixed Costs,2022,4.48
MTKK,HMI_HardCoal,Fixed Costs,2022,4.48
World,HMI_Biomass,Fixed Costs,2022,4.48
Dakar,HMI_Biomass,Fixed Costs,2022,4.48
Diourbel,HMI_Biomass,Fixed Costs,2022,4.48
Thies,HMI_Biomass,Fixed Costs,2022,4.48
LS,HMI_Biomass,Fixed Costs,2022,4.48
FKK,HMI_Biomass,Fixed Costs,2022,4.48
ZS,HMI_Biomass,Fixed Costs,2022,4.48
MTKK,HMI_Biomass,Fixed Costs,2022,4.48
World,HMI_Gas,Fixed Costs,2022,2.485
Dakar,HMI_Gas,Fixed Costs,2022,2.485
Diourbel,HMI_Gas,Fixed Costs,2022,2.485
Thies,HMI_Gas,Fixed Costs,2022,2.485
LS,HMI_Gas,Fixed Costs,2022,2.485
FKK,HMI_Gas,Fixed Costs,2022,2.485
ZS,HMI_Gas,Fixed Costs,2022,2.485
MTKK,HMI_Gas,Fixed Costs,2022,2.485
World,RES_Hydro_Large,Fixed Costs,2022,49.5
Dakar,RES_Hydro_Large,Fixed Costs,2022,49.5
Diourbel,RES_Hydro_Large,Fixed Costs,2022,49.5
Thies,RES_Hydro_Large,Fixed Costs,2022,49.5
LS,RES_Hydro_Large,Fixed Costs,2022,49.5
FKK,RES_Hydro_Large,Fixed Costs,2022,49.5
ZS,RES_Hydro_Large,Fixed Costs,2022,49.5
MTKK,RES_Hydro_Large,Fixed Costs,2022,49.5
World,RES_PV_Rooftop_Commercial,Fixed Costs,2022,9.13
Dakar,RES_PV_Rooftop_Commercial,Fixed Costs,2022,9.13
Diourbel,RES_PV_Rooftop_Commercial,Fixed Costs,2022,9.13
Thies,RES_PV_Rooftop_Commercial,Fixed Costs,2022,9.13
LS,RES_PV_Rooftop_Commercial,Fixed Costs,2022,9.13
FKK,RES_PV_Rooftop_Commercial,Fixed Costs,2022,9.13
ZS,RES_PV_Rooftop_Commercial,Fixed Costs,2022,9.13
MTKK,RES_PV_Rooftop_Commercial,Fixed Costs,2022,9.13
World,RES_PV_Utility_Opt,Fixed Costs,2022,13.3
Dakar,RES_PV_Utility_Opt,Fixed Costs,2022,13.3
Diourbel,RES_PV_Utility_Opt,Fixed Costs,2022,13.3
Thies,RES_PV_Utility_Opt,Fixed Costs,2022,13.3
LS,RES_PV_Utility_Opt,Fixed Costs,2022,13.3
FKK,RES_PV_Utility_Opt,Fixed Costs,2022,13.3
ZS,RES_PV_Utility_Opt,Fixed Costs,2022,13.3
MTKK,RES_PV_Utility_Opt,Fixed Costs,2022,13.3
World,RES_Wind_Onshore_Opt,Fixed Costs,2022,23.0
Dakar,RES_Wind_Onshore_Opt,Fixed Costs,2022,23.0
Diourbel,RES_Wind_Onshore_Opt,Fixed Costs,2022,23.0
Thies,RES_Wind_Onshore_Opt,Fixed Costs,2022,23.0
LS,RES_Wind_Onshore_Opt,Fixed Costs,2022,23.0
FKK,RES_Wind_Onshore_Opt,Fixed Costs,2022,23.0
ZS,RES_Wind_Onshore_Opt,Fixed Costs,2022,23.0
MTKK,RES_Wind_Onshore_Opt,Fixed Costs,2022,23.0
World,P_Biomass,Fixed Costs,2022,47.2
Dakar,P_Biomass,Fixed Costs,2022,47.2
Diourbel,P_Biomass,Fixed Costs,2022,47.2
Thies,P_Biomass,Fixed Costs,2022,47.2
LS,P_Biomass,Fixed Costs,2022,47.2
FKK,P_Biomass,Fixed Costs,2022,47.2
ZS,P_Biomass,Fixed Costs,2022,47.2
MTKK,P_Biomass,Fixed Costs,2022,47.2
World,D_Battery_Li-Ion,Fixed Costs,2022,0.686
Dakar,D_Battery_Li-Ion,Fixed Costs,2022,0.686
Diourbel,D_Battery_Li-Ion,Fixed Costs,2022,0.686
Thies,D_Battery_Li-Ion,Fixed Costs,2022,0.686
LS,D_Battery_Li-Ion,Fixed Costs,2022,0.686
FKK,D_Battery_Li-Ion,Fixed Costs,2022,0.686
ZS,D_Battery_Li-Ion,Fixed Costs,2022,0.686
MTKK,D_Battery_Li-Ion,Fixed Costs,2022,0.686
World,FRT_Rail_Conv,Fixed Costs,2022,3.618421053
Dakar,FRT_Rail_Conv,Fixed Costs,2022,3.618421053
Diourbel,FRT_Rail_Conv,Fixed Costs,2022,3.618421053
Thies,FRT_Rail_Conv,Fixed Costs,2022,3.618421053
LS,FRT_Rail_Conv,Fixed Costs,2022,3.618421053
FKK,FRT_Rail_Conv,Fixed Costs,2022,3.618421053
ZS,FRT_Rail_Conv,Fixed Costs,2022,3.618421053
MTKK,FRT_Rail_Conv,Fixed Costs,2022,3.618421053
World,FRT_Road_ICE,Fixed Costs,2022,6.12244898
Dakar,FRT_Road_ICE,Fixed Costs,2022,6.12244898
Diourbel,FRT_Road_ICE,Fixed Costs,2022,6.12244898
Thies,FRT_Road_ICE,Fixed Costs,2022,6.12244898
LS,FRT_Road_ICE,Fixed Costs,2022,6.12244898
FKK,FRT_Road_ICE,Fixed Costs,2022,6.12244898
ZS,FRT_Road_ICE,Fixed Costs,2022,6.12244898
MTKK,FRT_Road_ICE,Fixed Costs,2022,6.12244898
World,FRT_Ship_Conv,Fixed Costs,2022,9.366925065
Dakar,FRT_Ship_Conv,Fixed Costs,2022,9.366925065
Diourbel,FRT_Ship_Conv,Fixed Costs,2022,9.366925065
Thies,FRT_Ship_Conv,Fixed Costs,2022,9.366925065
LS,FRT_Ship_Conv,Fixed Costs,2022,9.366925065
FKK,FRT_Ship_Conv,Fixed Costs,2022,9.366925065
ZS,FRT_Ship_Conv,Fixed Costs,2022,9.366925065
MTKK,FRT_Ship_Conv,Fixed Costs,2022,9.366925065
World,PSNG_Air_Conv,Fixed Costs,2022,0.35377095
Dakar,PSNG_Air_Conv,Fixed Costs,2022,0.35377095
Diourbel,PSNG_Air_Conv,Fixed Costs,2022,0.35377095
Thies,PSNG_Air_Conv,Fixed Costs,2022,0.35377095
LS,PSNG_Air_Conv,Fixed Costs,2022,0.35377095
FKK,PSNG_Air_Conv,Fixed Costs,2022,0.35377095
ZS,PSNG_Air_Conv,Fixed Costs,2022,0.35377095
MTKK,PSNG_Air_Conv,Fixed Costs,2022,0.35377095
World,PSNG_Rail_Conv,Fixed Costs,2022,0.20923913
Dakar,PSNG_Rail_Conv,Fixed Costs,2022,0.20923913
Diourbel,PSNG_Rail_Conv,Fixed Costs,2022,0.20923913
Thies,PSNG_Rail_Conv,Fixed Costs,2022,0.20923913
LS,PSNG_Rail_Conv,Fixed Costs,2022,0.20923913
FKK,PSNG_Rail_Conv,Fixed Costs,2022,0.20923913
ZS,PSNG_Rail_Conv,Fixed Costs,2022,0.20923913
MTKK,PSNG_Rail_Conv,Fixed Costs,2022,0.20923913
World,PSNG_Road_BEV,Fixed Costs,2022,3.866666667
Dakar,PSNG_Road_BEV,Fixed Costs,2022,3.866666667
Diourbel,PSNG_Road_BEV,Fixed Costs,2022,3.866666667
Thies,PSNG_Road_BEV,Fixed Costs,2022,3.866666667
LS,PSNG_Road_BEV,Fixed Costs,2022,3.866666667
FKK,PSNG_Road_BEV,Fixed Costs,2022,3.866666667
ZS,PSNG_Road_BEV,Fixed Costs,2022,3.866666667
MTKK,PSNG_Road_BEV,Fixed Costs,2022,3.866666667
World,PSNG_Road_ICE,Fixed Costs,2022,2.4
Dakar,PSNG_Road_ICE,Fixed Costs,2022,2.4
Diourbel,PSNG_Road_ICE,Fixed Costs,2022,2.4
Thies,PSNG_Road_ICE,Fixed Costs,2022,2.4
LS,PSNG_Road_ICE,Fixed Costs,2022,2.4
FKK,PSNG_Road_ICE,Fixed Costs,2022,2.4
ZS,PSNG_Road_ICE,Fixed Costs,2022,2.4
MTKK,PSNG_Road_ICE,Fixed Costs,2022,2.4
World,PSNG_Road_PHEV,Fixed Costs,2022,3.6
Dakar,PSNG_Road_PHEV,Fixed Costs,2022,3.6
Diourbel,PSNG_Road_PHEV,Fixed Costs,2022,3.6
Thies,PSNG_Road_PHEV,Fixed Costs,2022,3.6
LS,PSNG_Road_PHEV,Fixed Costs,2022,3.6
FKK,PSNG_Road_PHEV,Fixed Costs,2022,3.6
ZS,PSNG_Road_PHEV,Fixed Costs,2022,3.6
MTKK,PSNG_Road_PHEV,Fixed Costs,2022,3.6
World,P_Gas_OCGT,Fixed Costs,2022,12.0
Dakar,P_Gas_OCGT,Fixed Costs,2022,12.0
Diourbel,P_Gas_OCGT,Fixed Costs,2022,12.0
Thies,P_Gas_OCGT,Fixed Costs,2022,12.0
LS,P_Gas_OCGT,Fixed Costs,2022,12.0
FKK,P_Gas_OCGT,Fixed Costs,2022,12.0
ZS,P_Gas_OCGT,Fixed Costs,2022,12.0
MTKK,P_Gas_OCGT,Fixed Costs,2022,12.0
World,CHP_Biomass_Solid,Fixed Costs,2025,45.54
Dakar,CHP_Biomass_Solid,Fixed Costs,2025,45.54
Diourbel,CHP_Biomass_Solid,Fixed Costs,2025,45.54
Thies,CHP_Biomass_Solid,Fixed Costs,2025,45.54
LS,CHP_Biomass_Solid,Fixed Costs,2025,45.54
FKK,CHP_Biomass_Solid,Fixed Costs,2025,45.54
ZS,CHP_Biomass_Solid,Fixed Costs,2025,45.54
MTKK,CHP_Biomass_Solid,Fixed Costs,2025,45.54
World,CHP_Biomass_Solid_CCS,Fixed Costs,2025,42.9
Dakar,CHP_Biomass_Solid_CCS,Fixed Costs,2025,42.9
Diourbel,CHP_Biomass_Solid_CCS,Fixed Costs,2025,42.9
Thies,CHP_Biomass_Solid_CCS,Fixed Costs,2025,42.9
LS,CHP_Biomass_Solid_CCS,Fixed Costs,2025,42.9
FKK,CHP_Biomass_Solid_CCS,Fixed Costs,2025,42.9
ZS,CHP_Biomass_Solid_CCS,Fixed Costs,2025,42.9
MTKK,CHP_Biomass_Solid_CCS,Fixed Costs,2025,42.9
World,CHP_Coal_Hardcoal,Fixed Costs,2025,46.7
Dakar,CHP_Coal_Hardcoal,Fixed Costs,2025,46.7
Diourbel,CHP_Coal_Hardcoal,Fixed Costs,2025,46.7
Thies,CHP_Coal_Hardcoal,Fixed Costs,2025,46.7
LS,CHP_Coal_Hardcoal,Fixed Costs,2025,46.7
FKK,CHP_Coal_Hardcoal,Fixed Costs,2025,46.7
ZS,CHP_Coal_Hardcoal,Fixed Costs,2025,46.7
MTKK,CHP_Coal_Hardcoal,Fixed Costs,2025,46.7
World,CHP_Coal_Lignite,Fixed Costs,2025,50.75
Dakar,CHP_Coal_Lignite,Fixed Costs,2025,50.75
Diourbel,CHP_Coal_Lignite,Fixed Costs,2025,50.75
Thies,CHP_Coal_Lignite,Fixed Costs,2025,50.75
LS,CHP_Coal_Lignite,Fixed Costs,2025,50.75
FKK,CHP_Coal_Lignite,Fixed Costs,2025,50.75
ZS,CHP_Coal_Lignite,Fixed Costs,2025,50.75
MTKK,CHP_Coal_Lignite,Fixed Costs,2025,50.75
World,CHP_Gas_CCGT_Biogas,Fixed Costs,2025,18.7
Dakar,CHP_Gas_CCGT_Biogas,Fixed Costs,2025,18.7
Diourbel,CHP_Gas_CCGT_Biogas,Fixed Costs,2025,18.7
Thies,CHP_Gas_CCGT_Biogas,Fixed Costs,2025,18.7
LS,CHP_Gas_CCGT_Biogas,Fixed Costs,2025,18.7
FKK,CHP_Gas_CCGT_Biogas,Fixed Costs,2025,18.7
ZS,CHP_Gas_CCGT_Biogas,Fixed Costs,2025,18.7
MTKK,CHP_Gas_CCGT_Biogas,Fixed Costs,2025,18.7
World,CHP_Gas_CCGT_Biogas_CCS,Fixed Costs,2025,28.05
Dakar,CHP_Gas_CCGT_Biogas_CCS,Fixed Costs,2025,28.05
Diourbel,CHP_Gas_CCGT_Biogas_CCS,Fixed Costs,2025,28.05
Thies,CHP_Gas_CCGT_Biogas_CCS,Fixed Costs,2025,28.05
LS,CHP_Gas_CCGT_Biogas_CCS,Fixed Costs,2025,28.05
FKK,CHP_Gas_CCGT_Biogas_CCS,Fixed Costs,2025,28.05
ZS,CHP_Gas_CCGT_Biogas_CCS,Fixed Costs,2025,28.05
MTKK,CHP_Gas_CCGT_Biogas_CCS,Fixed Costs,2025,28.05
World,CHP_Gas_CCGT_Natural,Fixed Costs,2025,18.7
Dakar,CHP_Gas_CCGT_Natural,Fixed Costs,2025,18.7
Diourbel,CHP_Gas_CCGT_Natural,Fixed Costs,2025,18.7
Thies,CHP_Gas_CCGT_Natural,Fixed Costs,2025,18.7
LS,CHP_Gas_CCGT_Natural,Fixed Costs,2025,18.7
FKK,CHP_Gas_CCGT_Natural,Fixed Costs,2025,18.7
ZS,CHP_Gas_CCGT_Natural,Fixed Costs,2025,18.7
MTKK,CHP_Gas_CCGT_Natural,Fixed Costs,2025,18.7
World,CHP_Gas_CCGT_Natural_CCS,Fixed Costs,2025,28.05
Dakar,CHP_Gas_CCGT_Natural_CCS,Fixed Costs,2025,28.05
Diourbel,CHP_Gas_CCGT_Natural_CCS,Fixed Costs,2025,28.05
Thies,CHP_Gas_CCGT_Natural_CCS,Fixed Costs,2025,28.05
LS,CHP_Gas_CCGT_Natural_CCS,Fixed Costs,2025,28.05
FKK,CHP_Gas_CCGT_Natural_CCS,Fixed Costs,2025,28.05
ZS,CHP_Gas_CCGT_Natural_CCS,Fixed Costs,2025,28.05
MTKK,CHP_Gas_CCGT_Natural_CCS,Fixed Costs,2025,28.05
World,CHP_Gas_CCGT_SynGas,Fixed Costs,2025,18.7
Dakar,CHP_Gas_CCGT_SynGas,Fixed Costs,2025,18.7
Diourbel,CHP_Gas_CCGT_SynGas,Fixed Costs,2025,18.7
Thies,CHP_Gas_CCGT_SynGas,Fixed Costs,2025,18.7
LS,CHP_Gas_CCGT_SynGas,Fixed Costs,2025,18.7
FKK,CHP_Gas_CCGT_SynGas,Fixed Costs,2025,18.7
ZS,CHP_Gas_CCGT_SynGas,Fixed Costs,2025,18.7
MTKK,CHP_Gas_CCGT_SynGas,Fixed Costs,2025,18.7
World,CHP_Hydrogen_FuelCell,Fixed Costs,2025,20.28571429
Dakar,CHP_Hydrogen_FuelCell,Fixed Costs,2025,20.28571429
Diourbel,CHP_Hydrogen_FuelCell,Fixed Costs,2025,20.28571429
Thies,CHP_Hydrogen_FuelCell,Fixed Costs,2025,20.28571429
LS,CHP_Hydrogen_FuelCell,Fixed Costs,2025,20.28571429
FKK,CHP_Hydrogen_FuelCell,Fixed Costs,2025,20.28571429
ZS,CHP_Hydrogen_FuelCell,Fixed Costs,2025,20.28571429
MTKK,CHP_Hydrogen_FuelCell,Fixed Costs,2025,20.28571429
World,D_Battery_Redox,Fixed Costs,2025,15.4
Dakar,D_Battery_Redox,Fixed Costs,2025,15.4
Diourbel,D_Battery_Redox,Fixed Costs,2025,15.4
Thies,D_Battery_Redox,Fixed Costs,2025,15.4
LS,D_Battery_Redox,Fixed Costs,2025,15.4
FKK,D_Battery_Redox,Fixed Costs,2025,15.4
ZS,D_Battery_Redox,Fixed Costs,2025,15.4
MTKK,D_Battery_Redox,Fixed Costs,2025,15.4
World,D_Gas_H2,Fixed Costs,2025,7.345
Dakar,D_Gas_H2,Fixed Costs,2025,7.345
Diourbel,D_Gas_H2,Fixed Costs,2025,7.345
Thies,D_Gas_H2,Fixed Costs,2025,7.345
LS,D_Gas_H2,Fixed Costs,2025,7.345
FKK,D_Gas_H2,Fixed Costs,2025,7.345
ZS,D_Gas_H2,Fixed Costs,2025,7.345
MTKK,D_Gas_H2,Fixed Costs,2025,7.345
World,D_Gas_Methane,Fixed Costs,2025,7.345
Dakar,D_Gas_Methane,Fixed Costs,2025,7.345
Diourbel,D_Gas_Methane,Fixed Costs,2025,7.345
Thies,D_Gas_Methane,Fixed Costs,2025,7.345
LS,D_Gas_Methane,Fixed Costs,2025,7.345
FKK,D_Gas_Methane,Fixed Costs,2025,7.345
ZS,D_Gas_Methane,Fixed Costs,2025,7.345
MTKK,D_Gas_Methane,Fixed Costs,2025,7.345
World,D_Heat_HLI,Fixed Costs,2025,2.4
Dakar,D_Heat_HLI,Fixed Costs,2025,2.4
Diourbel,D_Heat_HLI,Fixed Costs,2025,2.4
Thies,D_Heat_HLI,Fixed Costs,2025,2.4
LS,D_Heat_HLI,Fixed Costs,2025,2.4
FKK,D_Heat_HLI,Fixed Costs,2025,2.4
ZS,D_Heat_HLI,Fixed Costs,2025,2.4
MTKK,D_Heat_HLI,Fixed Costs,2025,2.4
World,D_Heat_HLR,Fixed Costs,2025,2.4
Dakar,D_Heat_HLR,Fixed Costs,2025,2.4
Diourbel,D_Heat_HLR,Fixed Costs,2025,2.4
Thies,D_Heat_HLR,Fixed Costs,2025,2.4
LS,D_Heat_HLR,Fixed Costs,2025,2.4
FKK,D_Heat_HLR,Fixed Costs,2025,2.4
ZS,D_Heat_HLR,Fixed Costs,2025,2.4
MTKK,D_Heat_HLR,Fixed Costs,2025,2.4
World,D_PHS,Fixed Costs,2025,22.5
Dakar,D_PHS,Fixed Costs,2025,22.5
Diourbel,D_PHS,Fixed Costs,2025,22.5
Thies,D_PHS,Fixed Costs,2025,22.5
LS,D_PHS,Fixed Costs,2025,22.5
FKK,D_PHS,Fixed Costs,2025,22.5
ZS,D_PHS,Fixed Costs,2025,22.5
MTKK,D_PHS,Fixed Costs,2025,22.5
World,D_PHS_Residual,Fixed Costs,2025,22.5
Dakar,D_PHS_Residual,Fixed Costs,2025,22.5
Diourbel,D_PHS_Residual,Fixed Costs,2025,22.5
Thies,D_PHS_Residual,Fixed Costs,2025,22.5
LS,D_PHS_Residual,Fixed Costs,2025,22.5
FKK,D_PHS_Residual,Fixed Costs,2025,22.5
ZS,D_PHS_Residual,Fixed Costs,2025,22.5
MTKK,D_PHS_Residual,Fixed Costs,2025,22.5
World,FRT_Rail_Electric,Fixed Costs,2025,4.356874329
Dakar,FRT_Rail_Electric,Fixed Costs,2025,4.356874329
Diourbel,FRT_Rail_Electric,Fixed Costs,2025,4.356874329
Thies,FRT_Rail_Electric,Fixed Costs,2025,4.356874329
LS,FRT_Rail_Electric,Fixed Costs,2025,4.356874329
FKK,FRT_Rail_Electric,Fixed Costs,2025,4.356874329
ZS,FRT_Rail_Electric,Fixed Costs,2025,4.356874329
MTKK,FRT_Rail_Electric,Fixed Costs,2025,4.356874329
World,FRT_Road_BEV,Fixed Costs,2025,18.5657988
Dakar,FRT_Road_BEV,Fixed Costs,2025,18.5657988
Diourbel,FRT_Road_BEV,Fixed Costs,2025,18.5657988
Thies,FRT_Road_BEV,Fixed Costs,2025,18.5657988
LS,FRT_Road_BEV,Fixed Costs,2025,18.5657988
FKK,FRT_Road_BEV,Fixed Costs,2025,18.5657988
ZS,FRT_Road_BEV,Fixed Costs,2025,18.5657988
MTKK,FRT_Road_BEV,Fixed Costs,2025,18.5657988
World,FRT_Road_H2,Fixed Costs,2025,14.41865802
Dakar,FRT_Road_H2,Fixed Costs,2025,14.41865802
Diourbel,FRT_Road_H2,Fixed Costs,2025,14.41865802
Thies,FRT_Road_H2,Fixed Costs,2025,14.41865802
LS,FRT_Road_H2,Fixed Costs,2025,14.41865802
FKK,FRT_Road_H2,Fixed Costs,2025,14.41865802
ZS,FRT_Road_H2,Fixed Costs,2025,14.41865802
MTKK,FRT_Road_H2,Fixed Costs,2025,14.41865802
World,FRT_Road_OH,Fixed Costs,2025,8.623369213
Dakar,FRT_Road_OH,Fixed Costs,2025,8.623369213
Diourbel,FRT_Road_OH,Fixed Costs,2025,8.623369213
Thies,FRT_Road_OH,Fixed Costs,2025,8.623369213
LS,FRT_Road_OH,Fixed Costs,2025,8.623369213
FKK,FRT_Road_OH,Fixed Costs,2025,8.623369213
ZS,FRT_Road_OH,Fixed Costs,2025,8.623369213
MTKK,FRT_Road_OH,Fixed Costs,2025,8.623369213
World,FRT_Road_PHEV,Fixed Costs,2025,8.281944695
Dakar,FRT_Road_PHEV,Fixed Costs,2025,8.281944695
Diourbel,FRT_Road_PHEV,Fixed Costs,2025,8.281944695
Thies,FRT_Road_PHEV,Fixed Costs,2025,8.281944695
LS,FRT_Road_PHEV,Fixed Costs,2025,8.281944695
FKK,FRT_Road_PHEV,Fixed Costs,2025,8.281944695
ZS,FRT_Road_PHEV,Fixed Costs,2025,8.281944695
MTKK,FRT_Road_PHEV,Fixed Costs,2025,8.281944695
World,FRT_Ship_Bio,Fixed Costs,2025,9.76836471
Dakar,FRT_Ship_Bio,Fixed Costs,2025,9.76836471
Diourbel,FRT_Ship_Bio,Fixed Costs,2025,9.76836471
Thies,FRT_Ship_Bio,Fixed Costs,2025,9.76836471
LS,FRT_Ship_Bio,Fixed Costs,2025,9.76836471
FKK,FRT_Ship_Bio,Fixed Costs,2025,9.76836471
ZS,FRT_Ship_Bio,Fixed Costs,2025,9.76836471
MTKK,FRT_Ship_Bio,Fixed Costs,2025,9.76836471
World,HHI_BF_BOF,Fixed Costs,2025,101.66
Dakar,HHI_BF_BOF,Fixed Costs,2025,101.66
Diourbel,HHI_BF_BOF,Fixed Costs,2025,101.66
Thies,HHI_BF_BOF,Fixed Costs,2025,101.66
LS,HHI_BF_BOF,Fixed Costs,2025,101.66
FKK,HHI_BF_BOF,Fixed Costs,2025,101.66
ZS,HHI_BF_BOF,Fixed Costs,2025,101.66
MTKK,HHI_BF_BOF,Fixed Costs,2025,101.66
World,HHI_BF_BOF_CCS,Fixed Costs,2025,130.18
Dakar,HHI_BF_BOF_CCS,Fixed Costs,2025,130.18
Diourbel,HHI_BF_BOF_CCS,Fixed Costs,2025,130.18
Thies,HHI_BF_BOF_CCS,Fixed Costs,2025,130.18
LS,HHI_BF_BOF_CCS,Fixed Costs,2025,130.18
FKK,HHI_BF_BOF_CCS,Fixed Costs,2025,130.18
ZS,HHI_BF_BOF_CCS,Fixed Costs,2025,130.18
MTKK,HHI_BF_BOF_CCS,Fixed Costs,2025,130.18
World,HHI_Bio_BF_BOF,Fixed Costs,2025,111.826
Dakar,HHI_Bio_BF_BOF,Fixed Costs,2025,111.826
Diourbel,HHI_Bio_BF_BOF,Fixed Costs,2025,111.826
Thies,HHI_Bio_BF_BOF,Fixed Costs,2025,111.826
LS,HHI_Bio_BF_BOF,Fixed Costs,2025,111.826
FKK,HHI_Bio_BF_BOF,Fixed Costs,2025,111.826
ZS,HHI_Bio_BF_BOF,Fixed Costs,2025,111.826
MTKK,HHI_Bio_BF_BOF,Fixed Costs,2025,111.826
World,HHI_DRI_EAF,Fixed Costs,2025,145.4914286
Dakar,HHI_DRI_EAF,Fixed Costs,2025,145.4914286
Diourbel,HHI_DRI_EAF,Fixed Costs,2025,145.4914286
Thies,HHI_DRI_EAF,Fixed Costs,2025,145.4914286
LS,HHI_DRI_EAF,Fixed Costs,2025,145.4914286
FKK,HHI_DRI_EAF,Fixed Costs,2025,145.4914286
ZS,HHI_DRI_EAF,Fixed Costs,2025,145.4914286
MTKK,HHI_DRI_EAF,Fixed Costs,2025,145.4914286
World,HHI_DRI_EAF_CCS,Fixed Costs,2025,189.0685714
Dakar,HHI_DRI_EAF_CCS,Fixed Costs,2025,189.0685714
Diourbel,HHI_DRI_EAF_CCS,Fixed Costs,2025,189.0685714
Thies,HHI_DRI_EAF_CCS,Fixed Costs,2025,189.0685714
LS,HHI_DRI_EAF_CCS,Fixed Costs,2025,189.0685714
FKK,HHI_DRI_EAF_CCS,Fixed Costs,2025,189.0685714
ZS,HHI_DRI_EAF_CCS,Fixed Costs,2025,189.0685714
MTKK,HHI_DRI_EAF_CCS,Fixed Costs,2025,189.0685714
World,HHI_H2DRI_EAF,Fixed Costs,2025,157.4857143
Dakar,HHI_H2DRI_EAF,Fixed Costs,2025,157.4857143
Diourbel,HHI_H2DRI_EAF,Fixed Costs,2025,157.4857143
Thies,HHI_H2DRI_EAF,Fixed Costs,2025,157.4857143
LS,HHI_H2DRI_EAF,Fixed Costs,2025,157.4857143
FKK,HHI_H2DRI_EAF,Fixed Costs,2025,157.4857143
ZS,HHI_H2DRI_EAF,Fixed Costs,2025,157.4857143
MTKK,HHI_H2DRI_EAF,Fixed Costs,2025,157.4857143
World,HHI_Molten_Electrolysis,Fixed Costs,2025,224.5628571
Dakar,HHI_Molten_Electrolysis,Fixed Costs,2025,224.5628571
Diourbel,HHI_Molten_Electrolysis,Fixed Costs,2025,224.5628571
Thies,HHI_Molten_Electrolysis,Fixed Costs,2025,224.5628571
LS,HHI_Molten_Electrolysis,Fixed Costs,2025,224.5628571
FKK,HHI_Molten_Electrolysis,Fixed Costs,2025,224.5628571
ZS,HHI_Molten_Electrolysis,Fixed Costs,2025,224.5628571
MTKK,HHI_Molten_Electrolysis,Fixed Costs,2025,224.5628571
World,HHI_Scrap_EAF,Fixed Costs,2025,68.34285714
Dakar,HHI_Scrap_EAF,Fixed Costs,2025,68.34285714
Diourbel,HHI_Scrap_EAF,Fixed Costs,2025,68.34285714
Thies,HHI_Scrap_EAF,Fixed Costs,2025,68.34285714
LS,HHI_Scrap_EAF,Fixed Costs,2025,68.34285714
FKK,HHI_Scrap_EAF,Fixed Costs,2025,68.34285714
ZS,HHI_Scrap_EAF,Fixed Costs,2025,68.34285714
MTKK,HHI_Scrap_EAF,Fixed Costs,2025,68.34285714
World,HLI_Biomass,Fixed Costs,2025,87.325
Dakar,HLI_Biomass,Fixed Costs,2025,87.325
Diourbel,HLI_Biomass,Fixed Costs,2025,87.325
Thies,HLI_Biomass,Fixed Costs,2025,87.325
LS,HLI_Biomass,Fixed Costs,2025,87.325
FKK,HLI_Biomass,Fixed Costs,2025,87.325
ZS,HLI_Biomass,Fixed Costs,2025,87.325
MTKK,HLI_Biomass,Fixed Costs,2025,87.325
World,HLI_Direct_Electric,Fixed Costs,2025,28.0
Dakar,HLI_Direct_Electric,Fixed Costs,2025,28.0
Diourbel,HLI_Direct_Electric,Fixed Costs,2025,28.0
Thies,HLI_Direct_Electric,Fixed Costs,2025,28.0
LS,HLI_Direct_Electric,Fixed Costs,2025,28.0
FKK,HLI_Direct_Electric,Fixed Costs,2025,28.0
ZS,HLI_Direct_Electric,Fixed Costs,2025,28.0
MTKK,HLI_Direct_Electric,Fixed Costs,2025,28.0
World,HLI_Fuelcell,Fixed Costs,2025,83.3
Dakar,HLI_Fuelcell,Fixed Costs,2025,83.3
Diourbel,HLI_Fuelcell,Fixed Costs,2025,83.3
Thies,HLI_Fuelcell,Fixed Costs,2025,83.3
LS,HLI_Fuelcell,Fixed Costs,2025,83.3
FKK,HLI_Fuelcell,Fixed Costs,2025,83.3
ZS,HLI_Fuelcell,Fixed Costs,2025,83.3
MTKK,HLI_Fuelcell,Fixed Costs,2025,83.3
World,HLI_Gas_Boiler,Fixed Costs,2025,6.825
Dakar,HLI_Gas_Boiler,Fixed Costs,2025,6.825
Diourbel,HLI_Gas_Boiler,Fixed Costs,2025,6.825
Thies,HLI_Gas_Boiler,Fixed Costs,2025,6.825
