Region,Technology,Fuel,Type,Unit,Year,Value
Thies,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2030,41.9
LS,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2030,41.9
FKK,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2030,41.9
ZS,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2030,41.9
MTKK,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2030,41.9
Dakar,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2035,66.05
Diourbel,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2035,66.05
Thies,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2035,66.05
LS,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2035,66.05
FKK,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2035,66.05
ZS,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2035,66.05
MTKK,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2035,66.05
Dakar,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2035,39.5
Diourbel,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2035,39.5
Thies,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2035,39.5
LS,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2035,39.5
FKK,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2035,39.5
ZS,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2035,39.5
MTKK,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2035,39.5
Dakar,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2040,63.0
Diourbel,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2040,63.0
Thies,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2040,63.0
LS,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2040,63.0
FKK,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2040,63.0
ZS,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2040,63.0
MTKK,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2040,63.0
Dakar,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2040,37.1
Diourbel,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2040,37.1
Thies,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2040,37.1
LS,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2040,37.1
FKK,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2040,37.1
ZS,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2040,37.1
MTKK,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2040,37.1
Dakar,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2045,62.2
Diourbel,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2045,62.2
Thies,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2045,62.2
LS,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2045,62.2
FKK,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2045,62.2
ZS,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2045,62.2
MTKK,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2045,62.2
Dakar,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2045,35.0
Diourbel,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2045,35.0
Thies,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2045,35.0
LS,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2045,35.0
FKK,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2045,35.0
ZS,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2045,35.0
MTKK,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2045,35.0
Dakar,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2050,61.4
Diourbel,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2050,61.4
Thies,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2050,61.4
LS,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2050,61.4
FKK,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2050,61.4
ZS,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2050,61.4
MTKK,P_Biomass_CCS,Biomass,Fixed Costs,MEUR/GW,2050,61.4
Dakar,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2050,32.9
Diourbel,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2050,32.9
Thies,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2050,32.9
LS,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2050,32.9
FKK,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2050,32.9
ZS,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2050,32.9
MTKK,P_Biomass,Biomass,Fixed Costs,MEUR/GW,2050,32.9
Dakar,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,22.0
Diourbel,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,22.0
Thies,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,22.0
LS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,22.0
FKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,22.0
ZS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,22.0
MTKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,22.0
Dakar,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2022,37.5
Diourbel,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2022,37.5
Thies,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2022,37.5
LS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2022,37.5
FKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2022,37.5
ZS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2022,37.5
MTKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2022,37.5
Dakar,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,12.0
Diourbel,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,12.0
Thies,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,12.0
LS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,12.0
FKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,12.0
ZS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,12.0
MTKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2022,12.0
Dakar,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,21.5
Diourbel,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,21.5
Thies,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,21.5
LS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,21.5
FKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,21.5
ZS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,21.5
MTKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,21.5
Dakar,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2025,37.5
Diourbel,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2025,37.5
Thies,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2025,37.5
LS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2025,37.5
FKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2025,37.5
ZS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2025,37.5
MTKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2025,37.5
Dakar,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,8.0
Diourbel,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,8.0
Thies,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,8.0
LS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,8.0
FKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,8.0
ZS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,8.0
MTKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2025,8.0
Dakar,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,21.0
Diourbel,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,21.0
Thies,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,21.0
LS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,21.0
FKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,21.0
ZS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,21.0
MTKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,21.0
Dakar,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2030,37.5
Diourbel,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2030,37.5
Thies,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2030,37.5
LS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2030,37.5
FKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2030,37.5
ZS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2030,37.5
MTKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2030,37.5
Dakar,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,8.0
Diourbel,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,8.0
Thies,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,8.0
LS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,8.0
FKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,8.0
ZS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,8.0
MTKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2030,8.0
Dakar,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,20.5
Diourbel,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,20.5
Thies,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,20.5
LS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,20.5
FKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,20.5
ZS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,20.5
MTKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,20.5
Dakar,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2035,37.5
Diourbel,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2035,37.5
Thies,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2035,37.5
LS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2035,37.5
FKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2035,37.5
ZS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2035,37.5
MTKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2035,37.5
Dakar,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,8.0
Diourbel,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,8.0
Thies,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,8.0
LS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,8.0
FKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,8.0
ZS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,8.0
MTKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2035,8.0
Dakar,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,20.0
Diourbel,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,20.0
Thies,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,20.0
LS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,20.0
FKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,20.0
ZS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,20.0
MTKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,20.0
Dakar,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2040,37.5
Diourbel,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2040,37.5
Thies,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2040,37.5
LS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2040,37.5
FKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2040,37.5
ZS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2040,37.5
MTKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2040,37.5
Dakar,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,8.0
Diourbel,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,8.0
Thies,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,8.0
LS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,8.0
FKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,8.0
ZS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,8.0
MTKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2040,8.0
Dakar,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,19.5
Diourbel,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,19.5
Thies,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,19.5
LS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,19.5
FKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,19.5
ZS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,19.5
MTKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,19.5
Dakar,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2045,37.5
Diourbel,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2045,37.5
Thies,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2045,37.5
LS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2045,37.5
FKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2045,37.5
ZS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2045,37.5
MTKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2045,37.5
Dakar,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,8.0
Diourbel,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,8.0
Thies,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,8.0
LS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,8.0
FKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,8.0
ZS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,8.0
MTKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2045,8.0
Dakar,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,19.0
Diourbel,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,19.0
Thies,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,19.0
LS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,19.0
FKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,19.0
ZS,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,19.0
MTKK,P_Gas_CCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,19.0
Dakar,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2050,37.5
Diourbel,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2050,37.5
Thies,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2050,37.5
LS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2050,37.5
FKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2050,37.5
ZS,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2050,37.5
MTKK,P_Gas_CCS,Gas_Bio,Fixed Costs,MEUR/GW,2050,37.5
Dakar,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,8.0
Diourbel,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,8.0
Thies,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,8.0
LS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,8.0
FKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,8.0
ZS,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,8.0
MTKK,P_Gas_OCGT,Gas_Bio,Fixed Costs,MEUR/GW,2050,8.0
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,0.01
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,0.01
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,0.01
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,0.01
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,0.01
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,0.01
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,0.01
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,0.01
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,0.01
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,0.01
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,0.01
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,0.01
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,0.01
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,0.01
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,0.01
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,0.01
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,0.01
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,0.01
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,0.01
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,0.01
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,0.01
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2035,0.01
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2035,0.01
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2035,0.01
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2035,0.01
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2035,0.01
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2035,0.01
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2035,0.01
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2040,0.01
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2040,0.01
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2040,0.01
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2040,0.01
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2040,0.01
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2040,0.01
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2040,0.01
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2045,0.01
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2045,0.01
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2045,0.01
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2045,0.01
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2045,0.01
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2045,0.01
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2045,0.01
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2050,0.01
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2050,0.01
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2050,0.01
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2050,0.01
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2050,0.01
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2050,0.01
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [excl. Fuel Costs],MEUR/PJ,2050,0.01
Dakar,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,1.666666667
Diourbel,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,1.666666667
Thies,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,1.666666667
LS,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,1.666666667
FKK,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,1.666666667
ZS,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,1.666666667
MTKK,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2022,1.666666667
Dakar,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,1.805555556
Diourbel,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,1.805555556
Thies,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,1.805555556
LS,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,1.805555556
FKK,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,1.805555556
ZS,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,1.805555556
MTKK,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2025,1.805555556
Dakar,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,1.944444444
Diourbel,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,1.944444444
Thies,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,1.944444444
LS,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,1.944444444
FKK,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,1.944444444
ZS,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,1.944444444
MTKK,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2030,1.944444444
Dakar,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2035,2.083333333
Diourbel,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2035,2.083333333
Thies,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2035,2.083333333
LS,P_Nuclear,Nuclear,Variable Costs [excl. Fuel Costs],MEUR/PJ,2035,2.083333333
