,Diourbel-0,Diourbel-1,Diourbel-2,Diourbel-3,Diourbel-4,Diourbel-5,Diourbel-6,Diourbel-7,Diourbel-8,Diourbel-9,Diourbel-10,Diourbel-11,Diourbel-12,Diourbel-13,Diourbel-14,Diourbel-15
2030-10-29 09:00:00,260.79747674679646,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.9679172421877,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.79747674679646
2030-10-29 10:00:00,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79405394770527,260.96498278736067,260.79747674679646,260.79747674679646,260.79747674679646,260.7947717635092
2030-10-29 11:00:00,260.7947717635092,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.7947717635092,260.7947717635092,260.79747674679646,260.79747674679646,260.79747674679646,260.79405394770527,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.7947717635092
2030-10-29 12:00:00,260.39886966894716,260.7947717635092,260.79747674679646,260.79405394770527,260.7947717635092,260.79816018980915,260.39886966894716,260.7947717635092,260.7947717635092,260.7947717635092,260.7900452399472,260.7947717635092,260.7954552065218,260.7947717635092,260.7954552065218,260.6180421473607
2030-10-29 13:00:00,260.39886966894716,260.7947717635092,260.79275022323446,260.7900452399472,260.7947717635092,260.7947717635092,260.46079889269146,260.7947717635092,260.7947717635092,260.7947717635092,260.7968908381295,260.7947717635092,260.7947717635092,260.7947717635092,260.7947717635092,260.6165749199472
2030-10-29 14:00:00,260.46079889269146,260.7907286829598,260.6165749199472,260.79405394770527,260.6165749199472,260.7900452399472,260.39886966894716,260.7907286829598,260.7907286829598,260.7900452399472,260.79747674679646,260.7907286829598,260.7900452399472,260.79343366624715,260.7900452399472,260.6165749199472
2030-10-29 15:00:00,260.7947717635092,260.7947717635092,260.7947717635092,260.7968908381295,260.7947717635092,260.7947717635092,260.7947717635092,260.7947717635092,260.7947717635092,260.7954552065218,260.79747674679646,260.7947717635092,260.7947717635092,260.7947717635092,260.7947717635092,260.6180421473607
2030-10-29 16:00:00,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.96498278736067,260.79747674679646,260.79747674679646,260.7947717635092,260.79747674679646,260.7947717635092
2030-10-29 17:00:00,260.79747674679646,260.79747674679646,260.79747674679646,260.96498278736067,260.79747674679646,260.96351555994715,260.79747674679646,260.79747674679646,260.79747674679646,260.96351555994715,260.96498278736067,260.96498278736067,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646
2030-10-29 18:00:00,260.79747674679646,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96351555994715,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96351555994715,260.96351555994715,260.79747674679646
2030-10-29 19:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96645001477407,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-29 20:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96351555994715,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-29 21:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-29 22:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-29 23:00:00,260.96791724218764,260.9679172421877,260.9679172421877,260.96791724218764,260.96498278736067,260.96791724218764,260.96791724218764,260.9679172421877,260.96791724218764,260.9679172421877,260.96498278736067,260.9679172421877,260.9679172421877,260.96791724218764,260.9679172421877,260.96791724218764
2030-10-30 00:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.9679172421877,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.9679172421877,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-30 01:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-30 02:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-30 03:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-30 04:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96351555994715
