,Dakar-0,Dakar-1,Dakar-2,Dakar-3,Dakar-4,Dakar-5,Dakar-6,Dakar-7,Dakar-8,Dakar-9,Dakar-10,Dakar-11,Dakar-12,Dakar-13,Dakar-14,Dakar-15
72,9997.793367807002,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.2189373573607,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5668419011878
73,9997.793367807002,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5668419011877
74,9997.793367807002,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5668419011877
75,9997.793367807002,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,261.21893735736063,260.5668419011877
76,262.20589374836067,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,261.21893735736063,260.5668419011877
77,262.20589374836067,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,261.2184482815561,260.5668419011877
78,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,261.05143131679654,260.5668419011877
79,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,261.05143131679654,260.5668419011877
80,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,261.05143131679654,260.5668419011877
81,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,261.05143131679654,260.5668419011877
82,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,261.0439998099472,260.5668419011877
83,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.56684190118784,260.5668419011877
84,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011878,260.5668419011877
85,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011878,260.5668419011877
86,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011878,260.5668419011877
87,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011878,260.5668419011877
88,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011878,260.5668419011877
89,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011878,260.5668419011877
90,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011878,260.5668419011877
91,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
92,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
