,LS-0,LS-1,LS-2,LS-3,LS-4,LS-5,LS-6,LS-7,LS-8,LS-9,LS-10,LS-11,LS-12,LS-13,LS-14,LS-15
2030-01-02 06:00:00,260.95187147671413,260.95187147671413,259.3098851747142,259.9621913576915,260.2954464127053,123.2358609661798,260.2968415657142,123.2275089661798,260.2954464127053,260.2968415657142,260.95187147671413,123.2233329661798,260.2968415657142,259.9621913576915,123.2275089661798,259.3098851747142
2030-01-02 07:00:00,260.2968415657142,260.95187147671413,260.0860498051801,260.0860498051801,260.95047632370535,123.2275089661798,260.95187147671413,123.2358609661798,260.95047632370535,260.2968415657142,260.95187147671413,123.2358609661798,260.2968415657142,260.2954464127053,123.2275089661798,259.3098851747142
2030-01-02 08:00:00,259.3098851747142,260.95187147671413,259.3098851747142,259.3098851747142,260.95047632370535,123.2275089661798,260.95187147671413,123.2275089661798,260.95047632370535,260.2968415657142,260.95187147671413,123.2275089661798,260.2968415657142,260.2954464127053,123.2358609661798,260.0860498051801
2030-01-02 09:00:00,123.2275089661798,259.3098851747142,259.3098851747142,123.2275089661798,260.2954464127053,87.62618211716237,259.9621913576915,123.2275089661798,260.2954464127053,259.3098851747142,260.95187147671413,123.2275089661798,259.9621913576915,259.3084900217054,123.2275089661798,259.3098851747142
2030-01-02 10:00:00,123.2275089661798,123.2275089661798,123.2275089661798,123.2275089661798,259.3084900217054,87.46226841254698,123.2275089661798,122.8805683261798,123.2275089661798,259.3098851747142,259.3098851747142,123.2275089661798,123.2275089661798,123.2275089661798,123.2275089661798,123.2275089661798
2030-01-02 11:00:00,123.2275089661798,123.2275089661798,123.2275089661798,122.8763923261798,123.2275089661798,87.46226841254698,123.2275089661798,87.46226841254698,123.2275089661798,123.2275089661798,123.2275089661798,87.62618211716237,87.44765241254697,123.2275089661798,122.8805683261798,123.2275089661798
2030-01-02 12:00:00,87.62618211716237,123.2233329661798,122.8805683261798,122.8763923261798,123.2275089661798,87.27418209254697,122.8763923261798,87.44765241254697,122.8805683261798,123.2275089661798,123.2275089661798,87.46226841254698,87.44765241254697,122.8763923261798,122.8763923261798,122.8763923261798
2030-01-02 13:00:00,87.44765241254697,123.2275089661798,122.8763923261798,122.8805683261798,123.2233329661798,87.27418209254697,122.8763923261798,87.44765241254697,122.8763923261798,123.2233329661798,123.2233329661798,87.44765241254697,87.46226841254698,122.8763923261798,122.8805683261798,122.8763923261798
2030-01-02 14:00:00,87.44765241254697,122.8763923261798,122.8763923261798,123.2275089661798,123.2233329661798,87.46226841254698,122.8805683261798,87.46226841254698,87.44765241254697,123.2233329661798,123.2233329661798,87.44765241254697,122.8805683261798,122.8805683261798,122.8763923261798,123.2275089661798
2030-01-02 15:00:00,87.62618211716237,123.2275089661798,122.8805683261798,123.2275089661798,123.2275089661798,87.46226841254698,123.2275089661798,122.8805683261798,122.8805683261798,123.2275089661798,123.2275089661798,87.46226841254698,123.2275089661798,123.2275089661798,123.2275089661798,123.2275089661798
2030-01-02 16:00:00,123.2275089661798,123.2275089661798,123.2275089661798,259.3098851747142,123.2275089661798,87.46226841254698,259.3098851747142,123.2275089661798,123.2275089661798,260.2968415657142,123.2275089661798,123.2275089661798,123.2275089661798,259.3084900217054,123.2275089661798,259.3098851747142
2030-01-02 17:00:00,259.3098851747142,259.9621913576915,123.2275089661798,260.95187147671413,259.9621913576915,123.2275089661798,260.2968415657142,259.3084900217054,259.9621913576915,260.95187147671413,260.2968415657142,123.2275089661798,259.9621913576915,260.2954464127053,259.9621913576915,260.2968415657142
