InitialNode,FinalNode,Circuit,GWh-Mkm
Senegal States|Olam,Senegal States|Someta,ac1,0.8840709798732894
Senegal States|Patte_Doie,Senegal States|Cap_Des_Biches,ac1,-6.311863714545673
Senegal States|Patte_Doie,Senegal States|Cap_Des_Biches,ac2,-7.923946635641102
Senegal States|SDE,Senegal States|Pekesse,ac1,0.0
Senegal States|Sakal,Senegal States|Dagana,ac1,11.252237402100093
Senegal States|Sendou,Senegal States|Diass,ac1,-1.8219259597443167
Senegal States|Sicap,Senegal States|Universite,ac1,-0.8987140913091701
Senegal States|Sococim,Senegal States|Olam,ac1,5.3844562971840215
Senegal States|Someta,Senegal States|Fabrimetal,ac1,-0.101143033739271
Senegal States|Someta,Senegal States|Thiona,ac1,2.8269623675883317
Senegal States|Someta,Senegal States|Thiona,ac2,2.8269623675883317
Senegal States|Tambacounda,Senegal States|Kayes,ac1,-159.41466357015398
Senegal States|Tambacounda,Senegal States|Kayes,ac2,-159.41466357015398
Senegal States|Tambacounda,Senegal States|Kedougou,ac1,39.115447694503175
Senegal States|Tambacounda,Senegal States|Kolda,ac1,26.951154589888638
Senegal States|Tambacounda,Senegal States|Kolda,ac2,0.0
Senegal States|Tambacounda,Senegal States|Velingara,ac1,8.891223906611401
Senegal States|Thies_Numerique,Senegal States|Diass,ac1,-16.70312758535262
Senegal States|Thiona,Senegal States|Thies_Numerique,ac1,-3.5079731271082806
Senegal States|Thiona,Senegal States|Tobene,ac1,-1.688521813429197
Senegal States|Tobene,Senegal States|ICS,ac1,-2.089289804120215
Senegal States|Tobene,Senegal States|SDE,ac1,5.364603275944187
Senegal States|Tobene,Senegal States|Saint_Louis,ac1,8.283978713462123
Senegal States|Tobene,Senegal States|Saint_Louis,ac2,8.283978713462123
Senegal States|Tobene,Senegal States|Sakal,ac1,66.2415530930685
Senegal States|Tobene,Senegal States|Thies_Numerique,ac1,-2.115977416432104
Senegal States|Tobene,Senegal States|Touba_1,ac1,63.031262955844575
Senegal States|Touba_1,Senegal States|Kahone,ac1,-19.110577762074378
Senegal States|Touba_1,Senegal States|Touba_2,ac1,0.1121747588298438
Senegal States|Touba_2,Senegal States|Linguere,ac1,4.461738993546995
Senegal States|Universite,Senegal States|Bel_Air,ac1,-1.2131762866290245
Senegal States|Universite,Senegal States|Bel_Air,ac2,-1.2131762866290245
Senegal States|Universite,Senegal States|Centre_Ville,ac1,0.29149691471590755
Senegal States|Velingara,Senegal States|Kolda,ac1,2.12408564072397
Senegal States|Ziguinchor,Senegal States|Wack_Ngouna,ac1,0.0
Senegal States|ls,Senegal States|Dagana,ac1,-0.17022923493532116
Senegal States|ls,Senegal States|Linguere,ac1,-1.2894983989919637
Senegal States|ls,Senegal States|Sakal,ac1,-5.083883038977482
Senegal States|mtkk,Senegal States|Bakel,ac1,0.0
Senegal States|mtkk,Senegal States|Linguere,ac1,0.0
Senegal States|mtkk,Senegal States|Matam,ac1,-0.6322252943755162
Senegal States|mtkk,Senegal States|Tambacounda,ac1,-14.7256905703489
