Model,Scenario,Region,Variable,Unit,2030
GENeSYS-MOD 4.0,ID_2030,World,Fixed Cost|Electricity|Gas|Fossil|OCGT|w/o CCS,EUR/MW/yr,8000.0
GENeSYS-MOD 4.0,ID_2030,World,Fixed Cost|Electricity|Hydro|Pumped Storage,EUR/MW/yr,22500.0
GENeSYS-MOD 4.0,ID_2030,World,Fixed Cost|Electricity|Hydro|Run of River,EUR/MW/yr,76800.0
GENeSYS-MOD 4.0,ID_2030,World,Fixed Cost|Electricity|Nuclear,EUR/MW/yr,115000.0
GENeSYS-MOD 4.0,ID_2030,World,Fixed Cost|Electricity|Oil|w/o CCS,EUR/MW/yr,6510.0
GENeSYS-MOD 4.0,ID_2030,World,Fixed Cost|Electricity|Solar|PV|Rooftop|Commercial,EUR/MW/yr,6660.0
GENeSYS-MOD 4.0,ID_2030,World,Fixed Cost|Electricity|Solar|PV|Utility,EUR/MW/yr,12003.25
GENeSYS-MOD 4.0,ID_2030,World,Fixed Cost|Electricity|Wind|Onshore,EUR/MW/yr,20000.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Battery|Lithium-Ion,years,20.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Biomass|w/o CCS,years,40.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Coal|Hard coal|w/o CCS,years,41.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Coal|Lignite|w/o CCS,years,41.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Gas|Fossil|CCGT|w/o CCS,years,31.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Gas|Fossil|OCGT|w/o CCS,years,31.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Hydro|Pumped Storage,years,50.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Hydro|Run of River,years,50.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Nuclear,years,61.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Oil|w/o CCS,years,31.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Solar|PV|Rooftop|Commercial,years,35.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Solar|PV|Utility,years,35.0
GENeSYS-MOD 4.0,ID_2030,World,Lifetime|Electricity|Wind|Onshore,years,27.0
GENeSYS-MOD 4.0,ID_2030,ZS,Capacity|Electricity|Oil|w/o CCS,MW,12.0
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Battery|Lithium-Ion,EUR/MW,160000.0005184
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Biomass|w/o CCS,EUR/MW,2330000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Coal|Hard coal|w/o CCS,EUR/MW,2758137.8619808
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Coal|Lignite|w/o CCS,EUR/MW,1800000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Gas|Fossil|CCGT|w/o CCS,EUR/MW,698032.423533882
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Gas|Fossil|OCGT|w/o CCS,EUR/MW,635677.340788036
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Hydro|Pumped Storage,EUR/MW,1424245.4614799998
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Hydro|Run of River,EUR/MW,2560000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Nuclear,EUR/MW,6000000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Oil|w/o CCS,EUR/MW,650000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Solar|PV|Rooftop|Commercial,EUR/MW,570000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Solar|PV|Utility,EUR/MW,380000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Capital Cost|Electricity|Wind|Onshore,EUR/MW,729013.064706364
GENeSYS-MOD 4.0,ID_2030,ZS,Charging Efficiency|Electricity|Battery|Lithium-Ion,-,0.95
GENeSYS-MOD 4.0,ID_2030,ZS,Charging Efficiency|Electricity|Hydro|Pumped Storage,-,0.866
GENeSYS-MOD 4.0,ID_2030,ZS,Discharging Efficiency|Electricity|Battery|Lithium-Ion,-,0.95
GENeSYS-MOD 4.0,ID_2030,ZS,Discharging Efficiency|Electricity|Hydro|Pumped Storage,-,0.866
GENeSYS-MOD 4.0,ID_2030,ZS,Emission Rate|CO2|Electricity|Coal|Hard coal|w/o CCS,tons/MWh,0.67455945348696
GENeSYS-MOD 4.0,ID_2030,ZS,Emission Rate|CO2|Electricity|Coal|Lignite|w/o CCS,tons/MWh,0.8290976849049599
GENeSYS-MOD 4.0,ID_2030,ZS,Emission Rate|CO2|Electricity|Gas|Fossil|CCGT|w/o CCS,tons/MWh,0.20088
GENeSYS-MOD 4.0,ID_2030,ZS,Emission Rate|CO2|Electricity|Gas|Fossil|OCGT|w/o CCS,tons/MWh,0.20088
GENeSYS-MOD 4.0,ID_2030,ZS,Emission Rate|CO2|Electricity|Oil|w/o CCS,tons/MWh,0.6821289796752
GENeSYS-MOD 4.0,ID_2030,ZS,Final Energy|Electricity,MWh/yr,578255.4965003611
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Battery|Lithium-Ion,EUR/MW/yr,280.0
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Biomass|w/o CCS,EUR/MW/yr,41900.0
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Coal|Hard coal|w/o CCS,EUR/MW/yr,36000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Coal|Lignite|w/o CCS,EUR/MW/yr,42000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Gas|Fossil|CCGT|w/o CCS,EUR/MW/yr,21000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Gas|Fossil|OCGT|w/o CCS,EUR/MW/yr,8000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Hydro|Pumped Storage,EUR/MW/yr,22500.0
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Hydro|Run of River,EUR/MW/yr,76800.0
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Nuclear,EUR/MW/yr,115000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Oil|w/o CCS,EUR/MW/yr,6510.0
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Solar|PV|Rooftop|Commercial,EUR/MW/yr,6660.0
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Solar|PV|Utility,EUR/MW/yr,12003.25
GENeSYS-MOD 4.0,ID_2030,ZS,Fixed Cost|Electricity|Wind|Onshore,EUR/MW/yr,20000.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Battery|Lithium-Ion,years,20.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Biomass|w/o CCS,years,40.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Coal|Hard coal|w/o CCS,years,41.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Coal|Lignite|w/o CCS,years,41.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Gas|Fossil|CCGT|w/o CCS,years,31.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Gas|Fossil|OCGT|w/o CCS,years,31.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Hydro|Pumped Storage,years,50.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Hydro|Run of River,years,50.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Nuclear,years,61.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Oil|w/o CCS,years,31.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Solar|PV|Rooftop|Commercial,years,35.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Solar|PV|Utility,years,35.0
GENeSYS-MOD 4.0,ID_2030,ZS,Lifetime|Electricity|Wind|Onshore,years,27.0
GENeSYS-MOD 4.0,ID_2030,ZS,Secondary Energy|Electricity|Oil|w/o CCS,MWh/yr,83333.33333333333
GENeSYS-MOD 4.0,ID_2030,ZS,Variable Cost|Electricity|Coal|Hard coal|w/o CCS,EUR/MWh,46.99051191939781
GENeSYS-MOD 4.0,ID_2030,ZS,Variable Cost|Electricity|Coal|Lignite|w/o CCS,EUR/MWh,244.9564622521318
GENeSYS-MOD 4.0,ID_2030,ZS,Variable Cost|Electricity|Gas|Fossil|CCGT|w/o CCS,EUR/MWh,87.06273010720892
GENeSYS-MOD 4.0,ID_2030,ZS,Variable Cost|Electricity|Gas|Fossil|OCGT|w/o CCS,EUR/MWh,122.6645742419762
GENeSYS-MOD 4.0,ID_2030,ZS,Variable Cost|Electricity|Nuclear,EUR/MWh,7.309714358125768
GENeSYS-MOD 4.0,ID_2030,ZS,Variable Cost|Electricity|Oil|w/o CCS,EUR/MWh,260.5624402189472
GENeSYS-MOD 4.0,ID_2030,ZS>Dakar,Network|Electricity|Loss Factor,-,3e-05
GENeSYS-MOD 4.0,ID_2030,ZS>Diourbel,Network|Electricity|Loss Factor,-,3e-05
GENeSYS-MOD 4.0,ID_2030,ZS>FKK,Network|Electricity|Loss Factor,-,3e-05
GENeSYS-MOD 4.0,ID_2030,ZS>FKK,Network|Electricity|Expansion Cost,EUR_2020/MW,1334000.0
GENeSYS-MOD 4.0,ID_2030,ZS>FKK,Network|Electricity|Maximum Flow,MW,500.0
GENeSYS-MOD 4.0,ID_2030,ZS>LS,Network|Electricity|Loss Factor,-,3e-05
GENeSYS-MOD 4.0,ID_2030,ZS>MTKK,Network|Electricity|Loss Factor,-,3e-05
GENeSYS-MOD 4.0,ID_2030,ZS>MTKK,Network|Electricity|Expansion Cost,EUR_2020/MW,1655842.0
GENeSYS-MOD 4.0,ID_2030,ZS>MTKK,Network|Electricity|Maximum Flow,MW,300.0
GENeSYS-MOD 4.0,ID_2030,ZS>Thies,Network|Electricity|Loss Factor,-,3e-05
