Region,Region2,Type,Fuel,PathwayScenario,Year,Value
Diourbel,Thies,TotalTradeCapacity,Power,NZ_NZ,2022,1.0
Diourbel,Thies,TotalTradeCapacity,Power,NZ_NZ,2025,1.0
Diourbel,Thies,TotalTradeCapacity,Power,NZ_NZ,2030,1.0
Diourbel,Thies,TotalTradeCapacity,Power,NZ_NZ,2035,1.0
Diourbel,Thies,TotalTradeCapacity,Power,NZ_NZ,2040,1.0
Diourbel,Thies,TotalTradeCapacity,Power,NZ_NZ,2045,1.0
Diourbel,Thies,TotalTradeCapacity,Power,NZ_NZ,2050,1.0
LS,Thies,TotalTradeCapacity,Gas_Natural,NZ_NZ,2025,6.582824388924723
LS,Thies,TotalTradeCapacity,Gas_Natural,NZ_NZ,2030,59.60976062837783
LS,Thies,TotalTradeCapacity,Gas_Natural,NZ_NZ,2035,83.03096550787554
LS,Thies,TotalTradeCapacity,Gas_Natural,NZ_NZ,2040,97.64873435189895
LS,Thies,TotalTradeCapacity,Gas_Natural,NZ_NZ,2045,97.64873435189895
LS,Thies,TotalTradeCapacity,Gas_Natural,NZ_NZ,2050,97.64873435189895
LS,Thies,TotalTradeCapacity,Power,NZ_NZ,2022,1.0
LS,Thies,TotalTradeCapacity,Power,NZ_NZ,2025,1.0
LS,Thies,TotalTradeCapacity,Power,NZ_NZ,2030,1.0
LS,Thies,TotalTradeCapacity,Power,NZ_NZ,2035,1.0
LS,Thies,TotalTradeCapacity,Power,NZ_NZ,2040,1.0
LS,Thies,TotalTradeCapacity,Power,NZ_NZ,2045,1.0
LS,Thies,TotalTradeCapacity,Power,NZ_NZ,2050,1.0
FKK,Thies,TotalTradeCapacity,Power,NZ_NZ,2022,3.0
FKK,Thies,TotalTradeCapacity,Power,NZ_NZ,2025,3.0
FKK,Thies,TotalTradeCapacity,Power,NZ_NZ,2030,3.0
FKK,Thies,TotalTradeCapacity,Power,NZ_NZ,2035,3.0
FKK,Thies,TotalTradeCapacity,Power,NZ_NZ,2040,3.0
FKK,Thies,TotalTradeCapacity,Power,NZ_NZ,2045,3.0
FKK,Thies,TotalTradeCapacity,Power,NZ_NZ,2050,3.0
Thies,LS,TotalTradeCapacity,Power,NZ_NZ,2022,1.0
Thies,LS,TotalTradeCapacity,Power,NZ_NZ,2025,1.0
Thies,LS,TotalTradeCapacity,Power,NZ_NZ,2030,1.0
Thies,LS,TotalTradeCapacity,Power,NZ_NZ,2035,1.0
Thies,LS,TotalTradeCapacity,Power,NZ_NZ,2040,1.0
Thies,LS,TotalTradeCapacity,Power,NZ_NZ,2045,1.0
Thies,LS,TotalTradeCapacity,Power,NZ_NZ,2050,1.0
Thies,FKK,TotalTradeCapacity,Power,NZ_NZ,2022,3.0
Thies,FKK,TotalTradeCapacity,Power,NZ_NZ,2025,3.0
Thies,FKK,TotalTradeCapacity,Power,NZ_NZ,2030,3.0
Thies,FKK,TotalTradeCapacity,Power,NZ_NZ,2035,3.0
Thies,FKK,TotalTradeCapacity,Power,NZ_NZ,2040,3.0
Thies,FKK,TotalTradeCapacity,Power,NZ_NZ,2045,3.0
Thies,FKK,TotalTradeCapacity,Power,NZ_NZ,2050,3.0
LS,FKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2025,0.10288489819761457
LS,FKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2030,1.0282373367234945
LS,FKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2035,1.1240075481486542
LS,FKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2040,1.9655404937031924
LS,FKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2045,1.9655404937031924
LS,FKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2050,1.9655404937031924
ZS,FKK,TotalTradeCapacity,Power,NZ_NZ,2022,0.5
ZS,FKK,TotalTradeCapacity,Power,NZ_NZ,2025,0.5
ZS,FKK,TotalTradeCapacity,Power,NZ_NZ,2030,0.5
ZS,FKK,TotalTradeCapacity,Power,NZ_NZ,2035,0.5
ZS,FKK,TotalTradeCapacity,Power,NZ_NZ,2040,0.5
ZS,FKK,TotalTradeCapacity,Power,NZ_NZ,2045,0.5
ZS,FKK,TotalTradeCapacity,Power,NZ_NZ,2050,0.5
MTKK,FKK,TotalTradeCapacity,Power,NZ_NZ,2022,0.5
MTKK,FKK,TotalTradeCapacity,Power,NZ_NZ,2025,0.5
MTKK,FKK,TotalTradeCapacity,Power,NZ_NZ,2030,0.5
MTKK,FKK,TotalTradeCapacity,Power,NZ_NZ,2035,0.5
MTKK,FKK,TotalTradeCapacity,Power,NZ_NZ,2040,0.5
MTKK,FKK,TotalTradeCapacity,Power,NZ_NZ,2045,0.5
MTKK,FKK,TotalTradeCapacity,Power,NZ_NZ,2050,0.5
FKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2022,0.5
FKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2025,0.5
FKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2030,0.5
FKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2035,0.5
FKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2040,0.5
FKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2045,0.5
FKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2050,0.5
MTKK,ZS,TotalTradeCapacity,Gas_Natural,NZ_NZ,2025,0.09934760921632999
MTKK,ZS,TotalTradeCapacity,Gas_Natural,NZ_NZ,2030,0.7694885897901094
MTKK,ZS,TotalTradeCapacity,Gas_Natural,NZ_NZ,2035,1.1017654804114216
MTKK,ZS,TotalTradeCapacity,Gas_Natural,NZ_NZ,2040,1.9910139255491381
MTKK,ZS,TotalTradeCapacity,Gas_Natural,NZ_NZ,2045,1.9910139255491381
MTKK,ZS,TotalTradeCapacity,Gas_Natural,NZ_NZ,2050,1.9910139255491381
MTKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2022,0.3
MTKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2025,0.3
MTKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2030,0.3
MTKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2035,0.3
MTKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2040,0.3
MTKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2045,0.3
MTKK,ZS,TotalTradeCapacity,Power,NZ_NZ,2050,0.3
LS,MTKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2025,0.19808282806365077
LS,MTKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2030,1.71336061997024
LS,MTKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2035,2.2586642524327036
LS,MTKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2040,4.141015866409863
LS,MTKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2045,4.141015866409863
LS,MTKK,TotalTradeCapacity,Gas_Natural,NZ_NZ,2050,4.141015866409863
FKK,MTKK,TotalTradeCapacity,Power,NZ_NZ,2022,0.5
FKK,MTKK,TotalTradeCapacity,Power,NZ_NZ,2025,0.5
FKK,MTKK,TotalTradeCapacity,Power,NZ_NZ,2030,0.5
FKK,MTKK,TotalTradeCapacity,Power,NZ_NZ,2035,0.5
FKK,MTKK,TotalTradeCapacity,Power,NZ_NZ,2040,0.5
FKK,MTKK,TotalTradeCapacity,Power,NZ_NZ,2045,0.5
FKK,MTKK,TotalTradeCapacity,Power,NZ_NZ,2050,0.5
ZS,MTKK,TotalTradeCapacity,Power,NZ_NZ,2022,0.3
ZS,MTKK,TotalTradeCapacity,Power,NZ_NZ,2025,0.3
ZS,MTKK,TotalTradeCapacity,Power,NZ_NZ,2030,0.3
ZS,MTKK,TotalTradeCapacity,Power,NZ_NZ,2035,0.3
ZS,MTKK,TotalTradeCapacity,Power,NZ_NZ,2040,0.3
ZS,MTKK,TotalTradeCapacity,Power,NZ_NZ,2045,0.3
ZS,MTKK,TotalTradeCapacity,Power,NZ_NZ,2050,0.3
Thies,Dakar,ResidualCapacity,Power,NZ_NZ,2022,5.0
Thies,Diourbel,ResidualCapacity,Power,NZ_NZ,2022,1.0
Dakar,Thies,ResidualCapacity,Power,NZ_NZ,2022,5.0
Diourbel,Thies,ResidualCapacity,Power,NZ_NZ,2022,1.0
LS,Thies,ResidualCapacity,Power,NZ_NZ,2022,1.0
FKK,Thies,ResidualCapacity,Power,NZ_NZ,2022,3.0
Thies,LS,ResidualCapacity,Power,NZ_NZ,2022,1.0
Thies,FKK,ResidualCapacity,Power,NZ_NZ,2022,3.0
ZS,FKK,ResidualCapacity,Power,NZ_NZ,2022,0.5
MTKK,FKK,ResidualCapacity,Power,NZ_NZ,2022,0.5
FKK,ZS,ResidualCapacity,Power,NZ_NZ,2022,0.5
MTKK,ZS,ResidualCapacity,Power,NZ_NZ,2022,0.3
FKK,MTKK,ResidualCapacity,Power,NZ_NZ,2022,0.5
ZS,MTKK,ResidualCapacity,Power,NZ_NZ,2022,0.3
Thies,Dakar,ResidualCapacity,Power,NZ_NZ,2025,5.0
Thies,Diourbel,ResidualCapacity,Power,NZ_NZ,2025,1.0
Dakar,Thies,ResidualCapacity,Power,NZ_NZ,2025,5.0
Diourbel,Thies,ResidualCapacity,Power,NZ_NZ,2025,1.0
LS,Thies,ResidualCapacity,Power,NZ_NZ,2025,1.0
FKK,Thies,ResidualCapacity,Power,NZ_NZ,2025,3.0
Thies,LS,ResidualCapacity,Power,NZ_NZ,2025,1.0
Thies,FKK,ResidualCapacity,Power,NZ_NZ,2025,3.0
ZS,FKK,ResidualCapacity,Power,NZ_NZ,2025,0.5
MTKK,FKK,ResidualCapacity,Power,NZ_NZ,2025,0.5
FKK,ZS,ResidualCapacity,Power,NZ_NZ,2025,0.5
MTKK,ZS,ResidualCapacity,Power,NZ_NZ,2025,0.3
FKK,MTKK,ResidualCapacity,Power,NZ_NZ,2025,0.5
ZS,MTKK,ResidualCapacity,Power,NZ_NZ,2025,0.3
Thies,Dakar,ResidualCapacity,Gas_Natural,NZ_NZ,2030,40.0
LS,Diourbel,ResidualCapacity,Gas_Natural,NZ_NZ,2030,5.0
LS,Thies,ResidualCapacity,Gas_Natural,NZ_NZ,2030,50.0
LS,FKK,ResidualCapacity,Gas_Natural,NZ_NZ,2030,5.0
MTKK,ZS,ResidualCapacity,Gas_Natural,NZ_NZ,2030,5.0
LS,MTKK,ResidualCapacity,Gas_Natural,NZ_NZ,2030,10.0
Thies,Dakar,ResidualCapacity,Power,NZ_NZ,2030,5.0
Thies,Diourbel,ResidualCapacity,Power,NZ_NZ,2030,1.0
Dakar,Thies,ResidualCapacity,Power,NZ_NZ,2030,5.0
Diourbel,Thies,ResidualCapacity,Power,NZ_NZ,2030,1.0
LS,Thies,ResidualCapacity,Power,NZ_NZ,2030,1.0
FKK,Thies,ResidualCapacity,Power,NZ_NZ,2030,3.0
Thies,LS,ResidualCapacity,Power,NZ_NZ,2030,1.0
Thies,FKK,ResidualCapacity,Power,NZ_NZ,2030,3.0
ZS,FKK,ResidualCapacity,Power,NZ_NZ,2030,0.5
MTKK,FKK,ResidualCapacity,Power,NZ_NZ,2030,0.5
FKK,ZS,ResidualCapacity,Power,NZ_NZ,2030,0.5
MTKK,ZS,ResidualCapacity,Power,NZ_NZ,2030,0.3
FKK,MTKK,ResidualCapacity,Power,NZ_NZ,2030,0.5
ZS,MTKK,ResidualCapacity,Power,NZ_NZ,2030,0.3
Thies,Dakar,ResidualCapacity,Gas_Natural,NZ_NZ,2035,50.0
LS,Diourbel,ResidualCapacity,Gas_Natural,NZ_NZ,2035,10.0
LS,Thies,ResidualCapacity,Gas_Natural,NZ_NZ,2035,60.0
LS,FKK,ResidualCapacity,Gas_Natural,NZ_NZ,2035,10.0
MTKK,ZS,ResidualCapacity,Gas_Natural,NZ_NZ,2035,10.0
LS,MTKK,ResidualCapacity,Gas_Natural,NZ_NZ,2035,20.0
Thies,Dakar,ResidualCapacity,Power,NZ_NZ,2035,5.0
Thies,Diourbel,ResidualCapacity,Power,NZ_NZ,2035,1.0
Dakar,Thies,ResidualCapacity,Power,NZ_NZ,2035,5.0
Diourbel,Thies,ResidualCapacity,Power,NZ_NZ,2035,1.0
LS,Thies,ResidualCapacity,Power,NZ_NZ,2035,1.0
FKK,Thies,ResidualCapacity,Power,NZ_NZ,2035,3.0
Thies,LS,ResidualCapacity,Power,NZ_NZ,2035,1.0
Thies,FKK,ResidualCapacity,Power,NZ_NZ,2035,3.0
ZS,FKK,ResidualCapacity,Power,NZ_NZ,2035,0.5
MTKK,FKK,ResidualCapacity,Power,NZ_NZ,2035,0.5
FKK,ZS,ResidualCapacity,Power,NZ_NZ,2035,0.5
MTKK,ZS,ResidualCapacity,Power,NZ_NZ,2035,0.3
FKK,MTKK,ResidualCapacity,Power,NZ_NZ,2035,0.5
ZS,MTKK,ResidualCapacity,Power,NZ_NZ,2035,0.3
Thies,Dakar,ResidualCapacity,Gas_Natural,NZ_NZ,2040,50.0
LS,Diourbel,ResidualCapacity,Gas_Natural,NZ_NZ,2040,10.0
LS,Thies,ResidualCapacity,Gas_Natural,NZ_NZ,2040,60.0
LS,FKK,ResidualCapacity,Gas_Natural,NZ_NZ,2040,10.0
MTKK,ZS,ResidualCapacity,Gas_Natural,NZ_NZ,2040,10.0
LS,MTKK,ResidualCapacity,Gas_Natural,NZ_NZ,2040,20.0
Thies,Dakar,ResidualCapacity,Power,NZ_NZ,2040,5.0
Thies,Diourbel,ResidualCapacity,Power,NZ_NZ,2040,1.0
Dakar,Thies,ResidualCapacity,Power,NZ_NZ,2040,5.0
Diourbel,Thies,ResidualCapacity,Power,NZ_NZ,2040,1.0
LS,Thies,ResidualCapacity,Power,NZ_NZ,2040,1.0
FKK,Thies,ResidualCapacity,Power,NZ_NZ,2040,3.0
Thies,LS,ResidualCapacity,Power,NZ_NZ,2040,1.0
Thies,FKK,ResidualCapacity,Power,NZ_NZ,2040,3.0
ZS,FKK,ResidualCapacity,Power,NZ_NZ,2040,0.5
MTKK,FKK,ResidualCapacity,Power,NZ_NZ,2040,0.5
FKK,ZS,ResidualCapacity,Power,NZ_NZ,2040,0.5
MTKK,ZS,ResidualCapacity,Power,NZ_NZ,2040,0.3
FKK,MTKK,ResidualCapacity,Power,NZ_NZ,2040,0.5
ZS,MTKK,ResidualCapacity,Power,NZ_NZ,2040,0.3
Thies,Dakar,ResidualCapacity,Gas_Natural,NZ_NZ,2045,50.0
LS,Diourbel,ResidualCapacity,Gas_Natural,NZ_NZ,2045,10.0
LS,Thies,ResidualCapacity,Gas_Natural,NZ_NZ,2045,60.0
LS,FKK,ResidualCapacity,Gas_Natural,NZ_NZ,2045,10.0
MTKK,ZS,ResidualCapacity,Gas_Natural,NZ_NZ,2045,10.0
LS,MTKK,ResidualCapacity,Gas_Natural,NZ_NZ,2045,20.0
Thies,Dakar,ResidualCapacity,Power,NZ_NZ,2045,5.0
Thies,Diourbel,ResidualCapacity,Power,NZ_NZ,2045,1.0
Dakar,Thies,ResidualCapacity,Power,NZ_NZ,2045,5.0
Diourbel,Thies,ResidualCapacity,Power,NZ_NZ,2045,1.0
LS,Thies,ResidualCapacity,Power,NZ_NZ,2045,1.0
FKK,Thies,ResidualCapacity,Power,NZ_NZ,2045,3.0
Thies,LS,ResidualCapacity,Power,NZ_NZ,2045,1.0
Thies,FKK,ResidualCapacity,Power,NZ_NZ,2045,3.0
ZS,FKK,ResidualCapacity,Power,NZ_NZ,2045,0.5
MTKK,FKK,ResidualCapacity,Power,NZ_NZ,2045,0.5
FKK,ZS,ResidualCapacity,Power,NZ_NZ,2045,0.5
MTKK,ZS,ResidualCapacity,Power,NZ_NZ,2045,0.3
FKK,MTKK,ResidualCapacity,Power,NZ_NZ,2045,0.5
ZS,MTKK,ResidualCapacity,Power,NZ_NZ,2045,0.3
Thies,Dakar,ResidualCapacity,Gas_Natural,NZ_NZ,2050,50.0
LS,Diourbel,ResidualCapacity,Gas_Natural,NZ_NZ,2050,10.0
LS,Thies,ResidualCapacity,Gas_Natural,NZ_NZ,2050,60.0
LS,FKK,ResidualCapacity,Gas_Natural,NZ_NZ,2050,10.0
MTKK,ZS,ResidualCapacity,Gas_Natural,NZ_NZ,2050,10.0
LS,MTKK,ResidualCapacity,Gas_Natural,NZ_NZ,2050,20.0
Thies,Dakar,ResidualCapacity,Power,NZ_NZ,2050,5.0
Thies,Diourbel,ResidualCapacity,Power,NZ_NZ,2050,1.0
Dakar,Thies,ResidualCapacity,Power,NZ_NZ,2050,5.0
Diourbel,Thies,ResidualCapacity,Power,NZ_NZ,2050,1.0
LS,Thies,ResidualCapacity,Power,NZ_NZ,2050,1.0
FKK,Thies,ResidualCapacity,Power,NZ_NZ,2050,3.0
Thies,LS,ResidualCapacity,Power,NZ_NZ,2050,1.0
Thies,FKK,ResidualCapacity,Power,NZ_NZ,2050,3.0
ZS,FKK,ResidualCapacity,Power,NZ_NZ,2050,0.5
MTKK,FKK,ResidualCapacity,Power,NZ_NZ,2050,0.5
FKK,ZS,ResidualCapacity,Power,NZ_NZ,2050,0.5
MTKK,ZS,ResidualCapacity,Power,NZ_NZ,2050,0.3
FKK,MTKK,ResidualCapacity,Power,NZ_NZ,2050,0.5
ZS,MTKK,ResidualCapacity,Power,NZ_NZ,2050,0.3
Thies,Dakar,NewCapacity,Gas_Natural,NZ_NZ,2025,3.20448456448507
Thies,Dakar,NewCapacity,Gas_Natural,NZ_NZ,2030,48.174392492779006
Thies,Dakar,NewCapacity,Gas_Natural,NZ_NZ,2035,12.615016337875929
Thies,Dakar,NewCapacity,Gas_Natural,NZ_NZ,2040,11.888792634126517
LS,Diourbel,NewCapacity,Gas_Natural,NZ_NZ,2025,0.21153460019877174
LS,Diourbel,NewCapacity,Gas_Natural,NZ_NZ,2030,1.3485981546535657
LS,Diourbel,NewCapacity,Gas_Natural,NZ_NZ,2035,1.056964487068352
LS,Diourbel,NewCapacity,Gas_Natural,NZ_NZ,2040,1.209910312963503
LS,Thies,NewCapacity,Gas_Natural,NZ_NZ,2025,6.582824388924723
LS,Thies,NewCapacity,Gas_Natural,NZ_NZ,2030,53.02693623945311
LS,Thies,NewCapacity,Gas_Natural,NZ_NZ,2035,23.421204879497708
LS,Thies,NewCapacity,Gas_Natural,NZ_NZ,2040,14.617768844023416
LS,FKK,NewCapacity,Gas_Natural,NZ_NZ,2025,0.10288489819761457
LS,FKK,NewCapacity,Gas_Natural,NZ_NZ,2030,0.9253524385258799
LS,FKK,NewCapacity,Gas_Natural,NZ_NZ,2035,0.09577021142515973
LS,FKK,NewCapacity,Gas_Natural,NZ_NZ,2040,0.8415329455545382
MTKK,ZS,NewCapacity,Gas_Natural,NZ_NZ,2025,0.09934760921632999
MTKK,ZS,NewCapacity,Gas_Natural,NZ_NZ,2030,0.6701409805737794
MTKK,ZS,NewCapacity,Gas_Natural,NZ_NZ,2035,0.33227689062131227
MTKK,ZS,NewCapacity,Gas_Natural,NZ_NZ,2040,0.8892484451377165
LS,MTKK,NewCapacity,Gas_Natural,NZ_NZ,2025,0.19808282806365077
LS,MTKK,NewCapacity,Gas_Natural,NZ_NZ,2030,1.5152777919065892
LS,MTKK,NewCapacity,Gas_Natural,NZ_NZ,2035,0.5453036324624636
LS,MTKK,NewCapacity,Gas_Natural,NZ_NZ,2040,1.8823516139771597
