Region,Technology,Fuel,Type,Unit,Year,Value
FKK,P_Gas_Engines,Gas_Bio,Levelized Costs [Total],EUR/MWh,2045,91.24992083496514
ZS,P_Gas_Engines,Gas_Bio,Levelized Costs [Total],EUR/MWh,2045,91.75826325845311
MTKK,P_Gas_Engines,Gas_Bio,Levelized Costs [Total],EUR/MWh,2045,91.75826325845311
Dakar,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2045,79.98540504123886
Diourbel,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2045,79.66499527130202
Thies,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2045,79.82520015627043
LS,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2045,79.74509771378621
FKK,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2045,79.50479038633358
ZS,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2045,79.94535381999674
MTKK,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2045,79.94535381999674
Dakar,P_Gas_CCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,15.259081627298354
Diourbel,P_Gas_CCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,15.259081627298354
Thies,P_Gas_CCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,15.259081627298354
LS,P_Gas_CCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,14.897134224140117
FKK,P_Gas_CCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,14.900732553261866
ZS,P_Gas_CCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,15.05152919702965
MTKK,P_Gas_CCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,15.094796173157905
Dakar,P_Gas_Engines,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,22.47812535850284
Diourbel,P_Gas_Engines,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,22.47812535850284
Thies,P_Gas_Engines,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,22.47812535850284
LS,P_Gas_Engines,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,21.89344109177491
FKK,P_Gas_Engines,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,21.899253777280148
ZS,P_Gas_Engines,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,22.142848355710797
MTKK,P_Gas_Engines,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,22.212741163313076
Dakar,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,19.902567643642392
Diourbel,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,19.902567643642392
Thies,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,19.902567643642392
LS,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,19.395841279175254
FKK,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,19.400878939946157
ZS,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,19.611994241240055
MTKK,P_Gas_OCGT,Gas_Bio,Levelized Costs [Total],EUR/MWh,2050,19.672568007825063
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1096.1177913112704
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1047.4090517045204
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1087.4905659998071
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1012.0431934254199
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1072.855988968765
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1076.576324225437
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,995.6770946598284
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,24.600193190294082
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,24.756783013810793
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,24.448637969532843
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,24.185534913735385
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,25.13777397498412
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,25.954507615671236
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,25.691101988112294
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,19.727471033301388
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,19.85383398967312
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,19.67768928757961
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,19.46537357501061
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,20.233799902147982
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,20.89287770865985
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,20.607799382413635
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,17.376042877118778
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,17.491806744206794
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,17.33043673145223
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,17.13592966517063
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,17.839901824068008
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,18.44369741246221
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,18.182530924934355
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,15.268239574197008
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,15.373404352016353
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,15.22680902857976
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,15.050110608560288
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,15.689628599309144
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,16.23814196966414
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,16.00088732082071
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,13.986455657454977
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,14.086858832854675
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,13.946900985018358
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,13.778203034754618
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,14.388765224185788
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,14.912443258550477
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,14.68593091652716
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,12.859124594237807
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,12.95476616721786
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,12.821445794981816
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,12.660748314473812
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,13.242354702587292
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,13.741197400961672
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,13.525427365758471
Dakar,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,18.47598373251723
Diourbel,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,18.47598373251723
Thies,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,18.47598373251723
LS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,18.47598373251723
FKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,18.47598373251723
ZS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,18.47598373251723
MTKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,18.47598373251723
Dakar,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,19.378224310935874
Diourbel,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,19.378224310935874
Thies,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,19.378224310935874
LS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,19.378224310935874
FKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,19.378224310935874
ZS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,19.378224310935874
MTKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,19.378224310935874
Dakar,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,19.785698089442995
Diourbel,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,19.785698089442995
Thies,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,19.785698089442995
LS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,19.785698089442995
FKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,19.785698089442995
ZS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,19.785698089442995
MTKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,19.785698089442995
Dakar,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,20.205645031710425
Diourbel,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,20.205645031710425
Thies,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,20.205645031710425
LS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,20.205645031710425
FKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,20.205645031710425
ZS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,20.205645031710425
MTKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,20.205645031710425
Dakar,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,20.646755225450555
Diourbel,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,20.646755225450555
Thies,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,20.646755225450555
LS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,20.646755225450555
FKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,20.646755225450555
ZS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,20.646755225450555
MTKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,20.646755225450555
Dakar,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,20.60925040424157
Diourbel,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,20.60925040424157
Thies,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,20.60925040424157
LS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,20.60925040424157
FKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,20.60925040424157
ZS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,20.60925040424157
MTKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,20.60925040424157
Dakar,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,20.47598373051723
Diourbel,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,20.47598373051723
Thies,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,20.47598373051723
LS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,20.47598373051723
FKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,20.47598373051723
ZS,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,20.47598373051723
MTKK,P_Nuclear,Nuclear,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,20.47598373051723
Dakar,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1735.8679488722344
Diourbel,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1763.0256096564324
Thies,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1763.0256096564324
LS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1763.0256096564324
FKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1763.0256096564324
ZS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1763.0256096564324
MTKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,1763.0256096564324
Dakar,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,198.59933045760587
Diourbel,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,86.86277722469666
Thies,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,86.86277722469666
LS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,86.86277722469666
FKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,86.86277722469666
ZS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,86.86277722469666
MTKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,86.86277722469666
Dakar,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,250.07043567310723
Diourbel,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,250.07043567310723
Thies,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,250.07043567310723
LS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,250.07043567310717
FKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,250.07043567310723
ZS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,250.07043567310723
MTKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,250.07043567310723
Dakar,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,556.4162825802556
Diourbel,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,558.8307037395626
Thies,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,557.4592365392712
LS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,559.7718089724456
FKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,555.3094670758272
ZS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,551.2095416815879
MTKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2035,550.4227742761985
Dakar,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,630.713106967677
Diourbel,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,461.9031416510189
Thies,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,333.621965098061
LS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,407.6675733941474
FKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,366.2445366200686
ZS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,663.8530704021441
MTKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2040,532.2153553287953
Dakar,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,430.4504123471673
Diourbel,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,620.7329548788736
Thies,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,501.9027809215524
LS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,659.2295672737155
FKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,497.43904968763854
ZS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,436.43728650741156
MTKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2045,545.9243494215191
Dakar,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,65.92524037526096
Diourbel,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,97.68627909941281
Thies,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,80.80691696158024
LS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,105.19660903755208
FKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,104.31749797234825
ZS,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,116.61350884448245
MTKK,P_Coal_Lignite,Lignite,Levelized Costs [Total w/o Emissions],EUR/MWh,2050,97.95645773029136
Dakar,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.990544553706227
Diourbel,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.990544553706227
Thies,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.990544553706227
LS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.990544553706227
FKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.990544553706227
ZS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.990544553706227
MTKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.990544553706227
Dakar,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.6597193135735657
Diourbel,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.6597193135735657
Thies,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.6597193135735657
LS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.6597193135735657
FKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.6597193135735657
ZS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.6597193135735657
MTKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.6597193135735657
Dakar,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.7266157390675785
Diourbel,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.7266157390675785
Thies,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.7266157390675785
LS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.7266157390675785
FKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.7266157390675785
ZS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.7266157390675785
MTKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2022,2.7266157390675785
Dakar,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,175.10167085156448
Diourbel,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,175.09982338859896
Thies,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,175.0268487251247
LS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,139.6919565334222
FKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,100.56589255657688
ZS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,175.09982338859896
MTKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,100.56589255657688
Dakar,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,286.4104951842222
Diourbel,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,286.4074493668998
Thies,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,286.2871397865424
LS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,228.0323175076525
FKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,163.5271849865794
ZS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,286.4074493668998
MTKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,163.5271849865794
Dakar,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,252.6975373169036
Diourbel,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,252.69485409688164
Thies,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,252.58886708562403
LS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,201.2691427016969
FKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,144.44319262872304
ZS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,252.69485409688164
MTKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2025,144.44319262872304
Dakar,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,367.1338317591434
Diourbel,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,367.1338317591434
Thies,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,367.13383175914214
LS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,367.13383175914225
FKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,367.1338317591434
ZS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,367.1338317591407
MTKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,367.1338317591407
Dakar,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,596.7882403890238
Diourbel,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,596.7882403890238
Thies,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,596.7882403890217
LS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,596.7882403890219
FKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,596.7882403890238
ZS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],EUR/MWh,2030,596.7882403890196
