Region,Sector,Technology,Fuel,Type,Unit,PathwayScenario,Year,Value
ZS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2045,-0.07481552943876008
ZS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2050,-0.09778741179999004
ZS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2030,-0.07266712775371909
ZS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2035,-0.1559187498081
ZS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2040,-0.2675200003343999
ZS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2045,-0.4217626309316673
ZS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2050,-0.6477822751948593
ZS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2022,-2.432700022757812
ZS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2025,-2.5617297992659798
ZS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2030,-2.522205820822926
ZS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2035,-2.73767228844231
ZS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2040,-2.7036615455182442
ZS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2045,-1.520597686029036
ZS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2050,-1.2460699533407193
ZS,Transportation,PSNG_Road_PHEV,Oil,Use,PJ,ID_ID,2050,-0.007571695895719313
ZS,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2030,-0.1161714103050716
ZS,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2035,-0.11564856975094522
ZS,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2040,-0.1943506895945162
ZS,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2045,-0.29745893448924027
ZS,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2050,-0.44099966778797783
ZS,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2030,-0.0755921827918302
ZS,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2035,-0.14237042974071978
ZS,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2040,-0.3386953040325729
ZS,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2045,-1.1172317340707036
ZS,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2050,-1.585844953348788
ZS,Transportation,PSNG_Road_PHEV,Power,Use,PJ,ID_ID,2050,-0.003470360825200065
MTKK,Transportation,FRT_Road_H2,H2,Use,PJ,ID_ID,2040,-0.022616121415281503
MTKK,Transportation,FRT_Road_H2,H2,Use,PJ,ID_ID,2045,-0.01703958155529224
MTKK,Transportation,FRT_Road_H2,H2,Use,PJ,ID_ID,2050,-0.014151335505692668
MTKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2022,-0.019307612353039096
MTKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2025,-0.04322925025259999
MTKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2030,-0.050354856209200806
MTKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2035,-0.060683094992819694
MTKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2040,-0.07300226939507853
MTKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2045,-0.08819168122581106
MTKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2050,-0.10637899398251997
MTKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2022,-1.4602660695614929
MTKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2025,-1.560164069330281
MTKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2030,-1.6902782248222374
MTKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2035,-2.2096669630185963
MTKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2040,-2.6464336538281885
MTKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2045,-3.2234249120778053
MTKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2050,-3.9141827822498354
MTKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2030,-0.149435
MTKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2035,-0.3077533329545603
MTKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2040,-0.5198480006498101
MTKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2045,-0.8070396605479273
MTKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2050,-1.2265102280909632
MTKK,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2022,-4.636373599178984
