,Hydro,WindPower,Solar,NaturalGaz,Oil,Non Served
2030-08-19 09:00:00,221.22523165868736,0.0,0.0,0.0,0.0,0.0
2030-08-19 10:00:00,209.00533863400017,0.0,0.0,0.0,0.0,0.0
2030-08-19 11:00:00,204.96079634965747,0.0,0.0,0.0,0.0,0.0
2030-08-19 12:00:00,197.0864911612195,0.0,0.0,0.0,0.0,0.0
2030-08-19 13:00:00,204.48258783611493,0.0,0.0,0.0,0.0,0.0
2030-08-19 14:00:00,196.0763001897774,0.0,0.0,0.0,0.0,0.0
2030-08-19 15:00:00,202.39607753103527,0.0,0.0,0.0,0.0,0.0
2030-08-19 16:00:00,216.79083298740943,0.0,0.0,0.0,0.0,0.0
2030-08-19 17:00:00,233.57324692713104,0.0,0.0,0.0,0.0,0.0
2030-08-19 18:00:00,241.55522581673182,0.0,0.0,0.0,0.0,0.0
2030-08-19 19:00:00,260.8740160554685,0.0,0.0,0.0,0.0,0.0
2030-08-19 20:00:00,300.91119810300404,0.0,0.0,0.0,0.0,0.0
2030-08-19 21:00:00,306.92589175680916,0.0,0.0,0.0,0.0,0.0
2030-08-19 22:00:00,310.0871044298968,0.0,0.0,0.0,0.0,0.0
2030-08-19 23:00:00,303.11648675274523,0.0,0.0,0.0,0.0,0.0
2030-08-20 00:00:00,287.08120862951546,0.0,0.0,0.0,0.0,0.0
2030-08-20 01:00:00,274.35501911656513,0.0,0.0,0.0,0.0,0.0
2030-08-20 02:00:00,263.11677115094506,0.0,0.0,0.0,0.0,0.0
2030-08-20 03:00:00,255.72360686638172,0.0,0.0,0.0,0.0,0.0
2030-08-20 04:00:00,241.83647666369717,0.0,0.0,0.0,0.0,0.0
2030-08-20 05:00:00,237.05109497411794,0.0,0.0,0.0,0.0,0.0
2030-08-20 06:00:00,235.56904078125837,0.0,0.0,0.0,0.0,0.0
2030-08-20 07:00:00,230.58333387117503,0.0,0.0,0.0,0.0,0.0
2030-08-20 08:00:00,225.02490666113516,0.0,0.0,0.0,0.0,0.0
2030-08-20 09:00:00,219.50735241623397,0.0,0.0,0.0,0.0,0.0
2030-08-20 10:00:00,208.6779964682041,0.0,0.0,0.0,0.0,0.0
2030-08-20 11:00:00,211.7796257216138,0.0,0.0,0.0,0.0,0.0
2030-08-20 12:00:00,200.18597932507342,0.0,0.0,0.0,0.0,0.0
2030-08-20 13:00:00,209.90994486633863,0.0,0.0,0.0,0.0,0.0
2030-08-20 14:00:00,195.64486196310006,0.0,0.0,0.0,0.0,0.0
2030-08-20 15:00:00,198.7011303322935,0.0,0.0,0.0,0.0,0.0
2030-08-20 16:00:00,214.19171172668703,0.0,0.0,0.0,0.0,0.0
2030-08-20 17:00:00,231.19436712494513,0.0,0.0,0.0,0.0,0.0
2030-08-20 18:00:00,241.42771403185222,0.0,0.0,0.0,0.0,0.0
2030-08-20 19:00:00,261.5440598478409,0.0,0.0,0.0,0.0,0.0
2030-08-20 20:00:00,300.706772124277,0.0,0.0,0.0,0.0,0.0
2030-08-20 21:00:00,306.00537455360416,0.0,0.0,0.0,0.0,0.0
2030-08-20 22:00:00,309.14320411925314,0.0,0.0,0.0,0.0,0.0
2030-08-20 23:00:00,302.2020929895561,0.0,0.0,0.0,0.0,0.0
2030-08-21 00:00:00,286.9339301504538,0.0,0.0,0.0,0.0,0.0
2030-08-21 01:00:00,274.1930481813346,0.0,0.0,0.0,0.0,0.0
2030-08-21 02:00:00,262.8279292357656,0.0,0.0,0.0,0.0,0.0
2030-08-21 03:00:00,255.3158330828914,0.0,0.0,0.0,0.0,0.0
2030-08-21 04:00:00,241.48880974298322,0.0,0.0,0.0,0.0,0.0
2030-08-21 05:00:00,236.62836323629156,0.0,0.0,0.0,0.0,0.0
2030-08-21 06:00:00,235.66525715452258,0.0,0.0,0.0,0.0,0.0
2030-08-21 07:00:00,230.18160536793332,0.0,0.0,0.0,0.0,0.0
2030-08-21 08:00:00,225.13041374516249,0.0,0.0,0.0,0.0,0.0
2030-08-21 09:00:00,219.40842925927225,0.0,0.0,0.0,0.0,0.0
2030-08-21 10:00:00,205.58442381382156,0.0,0.0,0.0,0.0,0.0
2030-08-21 11:00:00,203.6516148428044,0.0,0.0,0.0,0.0,0.0
2030-08-21 12:00:00,201.32574264655253,0.0,0.0,0.0,0.0,0.0
2030-08-21 13:00:00,203.20999044164554,0.0,0.0,0.0,0.0,0.0
2030-08-21 14:00:00,192.0501264792763,0.0,0.0,0.0,0.0,0.0
2030-08-21 15:00:00,193.1196259312804,0.0,0.0,0.0,0.0,0.0
2030-08-21 16:00:00,208.28076063036795,0.0,0.0,0.0,0.0,0.0
2030-08-21 17:00:00,226.89396669425238,0.0,0.0,0.0,0.0,0.0
2030-08-21 18:00:00,239.6507234748959,0.0,0.0,0.0,0.0,0.0
2030-08-21 19:00:00,261.7092916772831,0.0,0.0,0.0,0.0,0.0
2030-08-21 20:00:00,301.9353498176337,0.0,0.0,0.0,0.0,0.0
2030-08-21 21:00:00,306.8167862897877,0.0,0.0,0.0,0.0,0.0
2030-08-21 22:00:00,309.8489805784937,0.0,0.0,0.0,0.0,0.0
2030-08-21 23:00:00,302.8554223240705,0.0,0.0,0.0,0.0,0.0
2030-08-22 00:00:00,287.31847672319594,0.0,0.0,0.0,0.0,0.0
2030-08-22 01:00:00,274.59108144543643,0.0,0.0,0.0,0.0,0.0
2030-08-22 02:00:00,263.0000033609646,0.0,0.0,0.0,0.0,0.0
2030-08-22 03:00:00,254.31502157735,0.0,0.0,0.0,0.0,0.0
2030-08-22 04:00:00,239.41111489094567,0.0,0.0,0.0,0.0,0.0
2030-08-22 05:00:00,233.7169187033,0.0,0.0,0.0,0.0,0.0
2030-08-22 06:00:00,233.5192209779109,0.0,0.0,0.0,0.0,0.0
2030-08-22 07:00:00,229.9800519819249,0.0,0.0,0.0,0.0,0.0
2030-08-22 08:00:00,224.66854825146956,0.0,0.0,0.0,0.0,0.0
2030-08-22 09:00:00,216.32667450994262,0.0,0.0,0.0,0.0,0.0
2030-08-22 10:00:00,205.19903931011805,0.0,0.0,0.0,0.0,0.0
2030-08-22 11:00:00,198.50484606702926,0.0,0.0,0.0,0.0,0.0
2030-08-22 12:00:00,189.38727257526395,0.0,0.0,0.0,0.0,0.0
2030-08-22 13:00:00,200.35678157191978,0.0,0.0,0.0,0.0,0.0
2030-08-22 14:00:00,189.7853879768179,0.0,0.0,0.0,0.0,0.0
2030-08-22 15:00:00,197.8144262280096,0.0,0.0,0.0,0.0,0.0
2030-08-22 16:00:00,217.89836077934106,0.0,0.0,0.0,0.0,0.0
2030-08-22 17:00:00,230.47619712855555,0.0,0.0,0.0,0.0,0.0
2030-08-22 18:00:00,238.62114338791778,0.0,0.0,0.0,0.0,0.0
2030-08-22 19:00:00,261.75721414505074,0.0,0.0,0.0,0.0,0.0
2030-08-22 20:00:00,301.8295841155921,0.0,0.0,0.0,0.0,0.0
2030-08-22 21:00:00,307.06850061699777,0.0,0.0,0.0,0.0,0.0
2030-08-22 22:00:00,309.9492407654944,0.0,0.0,0.0,0.0,0.0
2030-08-22 23:00:00,302.9789810259921,0.0,0.0,0.0,0.0,0.0
2030-08-23 00:00:00,287.09463009052644,0.0,0.0,0.0,0.0,0.0
2030-08-23 01:00:00,274.179951471308,0.0,0.0,0.0,0.0,0.0
2030-08-23 02:00:00,262.9387765475366,0.0,0.0,0.0,0.0,0.0
2030-08-23 03:00:00,255.60698439282973,0.0,0.0,0.0,0.0,0.0
2030-08-23 04:00:00,241.46532908341993,0.0,0.0,0.0,0.0,0.0
2030-08-23 05:00:00,237.96119882217346,0.0,0.0,0.0,0.0,0.0
2030-08-23 06:00:00,236.2945073741988,0.0,0.0,0.0,0.0,0.0
2030-08-23 07:00:00,231.2804619765239,0.0,0.0,0.0,0.0,0.0
2030-08-23 08:00:00,225.55383642996594,0.0,0.0,0.0,0.0,0.0
2030-08-23 09:00:00,216.46592630649062,0.0,0.0,0.0,0.0,0.0
2030-08-23 10:00:00,207.69277598612422,0.0,0.0,0.0,0.0,0.0
2030-08-23 11:00:00,203.55417131040548,0.0,0.0,0.0,0.0,0.0
2030-08-23 12:00:00,198.77426804323457,0.0,0.0,0.0,0.0,0.0
2030-08-23 13:00:00,206.61182015227342,0.0,0.0,0.0,0.0,0.0
2030-08-23 14:00:00,187.85282304321387,0.0,0.0,0.0,0.0,0.0
2030-08-23 15:00:00,195.47701030823333,0.0,0.0,0.0,0.0,0.0
2030-08-23 16:00:00,218.21949851324084,0.0,0.0,0.0,0.0,0.0
2030-08-23 17:00:00,230.6789685374271,0.0,0.0,0.0,0.0,0.0
2030-08-23 18:00:00,237.1222718332903,0.0,0.0,0.0,0.0,0.0
2030-08-23 19:00:00,259.2454748777206,0.0,0.0,0.0,0.0,0.0
2030-08-23 20:00:00,301.1181352726224,0.0,0.0,0.0,0.0,0.0
2030-08-23 21:00:00,306.64564949642215,0.0,0.0,0.0,0.0,0.0
2030-08-23 22:00:00,310.20254562056203,0.0,0.0,0.0,0.0,0.0
2030-08-23 23:00:00,303.59743537932275,0.0,0.0,0.0,0.0,0.0
2030-08-24 00:00:00,288.08496460187865,0.0,0.0,0.0,0.0,0.0
2030-08-24 01:00:00,274.8225696712877,0.0,0.0,0.0,0.0,0.0
2030-08-24 02:00:00,263.8412698602546,0.0,0.0,0.0,0.0,0.0
2030-08-24 03:00:00,256.54096663726483,0.0,0.0,0.0,0.0,0.0
2030-08-24 04:00:00,242.5512717825263,0.0,0.0,0.0,0.0,0.0
2030-08-24 05:00:00,237.38444790459604,0.0,0.0,0.0,0.0,0.0
2030-08-24 06:00:00,236.31527844792686,0.0,0.0,0.0,0.0,0.0
2030-08-24 07:00:00,231.35801183838913,0.0,0.0,0.0,0.0,0.0
2030-08-24 08:00:00,224.9426610284551,0.0,0.0,0.0,0.0,0.0
2030-08-24 09:00:00,216.0675308471777,0.0,0.0,0.0,0.0,0.0
2030-08-24 10:00:00,203.85370261582597,0.0,0.0,0.0,0.0,0.0
2030-08-24 11:00:00,200.08892500736658,0.0,0.0,0.0,0.0,0.0
2030-08-24 12:00:00,196.55133793479618,0.0,0.0,0.0,0.0,0.0
2030-08-24 13:00:00,208.71239555219032,0.0,0.0,0.0,0.0,0.0
2030-08-24 14:00:00,193.7519774613159,0.0,0.0,0.0,0.0,0.0
2030-08-24 15:00:00,198.30110416331297,0.0,0.0,0.0,0.0,0.0
2030-08-24 16:00:00,216.17406982969592,0.0,0.0,0.0,0.0,0.0
2030-08-24 17:00:00,233.0383348117498,0.0,0.0,0.0,0.0,0.0
2030-08-24 18:00:00,242.18407687353212,0.0,0.0,0.0,0.0,0.0
2030-08-24 19:00:00,262.59744679747143,0.0,0.0,0.0,0.0,0.0
2030-08-24 20:00:00,302.4411062304177,0.0,0.0,0.0,0.0,0.0
2030-08-24 21:00:00,307.98262997465423,0.0,0.0,0.0,0.0,0.0
2030-08-24 22:00:00,310.57680754888247,0.0,0.0,0.0,0.0,0.0
2030-08-24 23:00:00,303.6168162896962,0.0,0.0,0.0,0.0,0.0
2030-08-25 00:00:00,287.01274488465947,0.0,0.0,0.0,0.0,0.0
2030-08-25 01:00:00,274.06253088901224,0.0,0.0,0.0,0.0,0.0
2030-08-25 02:00:00,262.7310707293708,0.0,0.0,0.0,0.0,0.0
2030-08-25 03:00:00,255.37316755679643,0.0,0.0,0.0,0.0,0.0
2030-08-25 04:00:00,241.26231823035482,0.0,0.0,0.0,0.0,0.0
2030-08-25 05:00:00,238.07965473205928,0.0,0.0,0.0,0.0,0.0
2030-08-25 06:00:00,236.58839679113592,0.0,0.0,0.0,0.0,0.0
2030-08-25 07:00:00,230.9437018415235,0.0,0.0,0.0,0.0,0.0
2030-08-25 08:00:00,223.22338393277974,0.0,0.0,0.0,0.0,0.0
